Year,Site Name,Coarse Group,Marchant Cell Number,Sample Count
2014,OGW-ABMI-449-11,Hemiptera,Cell 99,3
2014,OGW-ABMI-449-11,Coleoptera (larvae),Cell 99,1
2014,OGW-ABMI-449-11,Hemiptera,Cell 4,1
2014,OGW-ABMI-449-11,Chaoboridae,Cell 4,1
2014,OGW-ABMI-449-11,Amphipoda,Cell 4,2
2014,OGW-ABMI-449-11,Zygoptera,Cell 4,1
2014,OGW-ABMI-449-11,Gastropoda,Cell 73,1
2014,OGW-ABMI-449-11,Hydrachnidia,Cell 73,1
2014,OGW-ABMI-449-11,Amphipoda,Cell 73,4
2014,OGW-ABMI-449-11,Ephemeroptera,Cell 73,1
2014,OGW-ABMI-449-11,Hemiptera,Cell 73,1
2014,OGW-ABMI-449-11,Gastropoda,Cell 36,1
2014,OGW-ABMI-449-11,Hydrachnidia,Cell 36,5
2014,OGW-ABMI-449-11,Amphipoda,Cell 36,5
2014,OGW-ABMI-449-11,Chironomidae,Cell 36,1
2014,OGW-ABMI-449-11,Damaged Organisms,Cell 1,1
2014,OGW-ABMI-449-11,Bivalvia,Cell 1,2
2014,OGW-ABMI-449-11,Hydrachnidia,Cell 1,1
2014,OGW-ABMI-449-11,Amphipoda,Cell 1,1
2014,OGW-ABMI-449-11,Zygoptera,Cell 1,1
2014,OGW-ABMI-449-11,Oligochaeta,Cell 17,1
2014,OGW-ABMI-449-11,Hydrachnidia,Cell 17,3
2014,OGW-ABMI-449-11,Amphipoda,Cell 17,1
2014,OGW-ABMI-449-11,Zygoptera,Cell 17,3
2014,OGW-ABMI-449-11,Hydrachnidia,Cell 41,3
2014,OGW-ABMI-449-11,Amphipoda,Cell 41,2
2014,OGW-ABMI-449-11,Zygoptera,Cell 41,1
2014,OGW-ABMI-449-11,Chironomidae,Cell 41,1
2014,OGW-ABMI-449-11,Damaged Organisms,Cell 84,1
2014,OGW-ABMI-449-11,Hydrachnidia,Cell 84,1
2014,OGW-ABMI-449-11,Amphipoda,Cell 84,3
2014,OGW-ABMI-449-11,Zygoptera,Cell 84,5
2014,OGW-ABMI-449-11,Chaoboridae,Cell 84,1
2014,OGW-ABMI-449-11,Oligochaeta,Cell 54,2
2014,OGW-ABMI-449-11,Gastropoda,Cell 54,2
2014,OGW-ABMI-449-11,Hydrachnidia,Cell 54,3
2014,OGW-ABMI-449-11,Amphipoda,Cell 54,1
2014,OGW-ABMI-449-11,Ephemeroptera,Cell 54,1
2014,OGW-ABMI-449-11,Zygoptera,Cell 54,3
2014,OGW-ABMI-449-11,Hydrachnidia,Cell 79,3
2014,OGW-ABMI-449-11,Gastropoda,Cell 79,2
2014,OGW-ABMI-449-11,Amphipoda,Cell 79,1
2014,OGW-ABMI-449-11,Zygoptera,Cell 79,3
2014,OGW-ABMI-449-11,Chironomidae,Cell 79,1
2014,OGW-ABMI-449-11,Hydrachnidia,Cell 78,7
2014,OGW-ABMI-449-11,Gastropoda,Cell 78,1
2014,OGW-ABMI-449-11,Amphipoda,Cell 78,2
2014,OGW-ABMI-449-11,Ceratopogonidae,Cell 78,1
2014,OGW-ABMI-449-11,Hemiptera,Cell 78,2
2014,OGW-ABMI-449-11,Zygoptera,Cell 78,1
2014,OGW-ABMI-449-11,Damaged Organisms,Cell 3,1
2014,OGW-ABMI-449-11,Zygoptera,Cell 3,2
2014,OGW-ABMI-449-11,Ephemeroptera,Cell 3,1
2014,OGW-ABMI-449-11,Hydrachnidia,Cell 3,3
2014,OGW-ABMI-449-11,Chaoboridae,Cell 3,1
2014,OGW-ABMI-449-11,Damaged Organisms,Cell 53,1
2014,OGW-ABMI-449-11,Chironomidae,Cell 53,1
2014,OGW-ABMI-449-11,Hemiptera,Cell 53,1
2014,OGW-ABMI-449-11,Zygoptera,Cell 53,2
2014,OGW-ABMI-449-11,Amphipoda,Cell 53,1
2014,OGW-ABMI-449-11,Hydrachnidia,Cell 53,6
2014,OGW-ABMI-449-11,Gastropoda,Cell 53,2
2014,OGW-ABMI-449-11,Oligochaeta,Cell 53,1
2014,OGW-ABMI-449-11,Damaged Organisms,Cell 47,1
2014,OGW-ABMI-449-11,Oligochaeta,Cell 47,1
2014,OGW-ABMI-449-11,Chironomidae,Cell 47,1
2014,OGW-ABMI-449-11,Trichoptera,Cell 47,4
2014,OGW-ABMI-449-11,Chaoboridae,Cell 47,1
2014,OGW-ABMI-449-11,Zygoptera,Cell 47,1
2014,OGW-ABMI-449-11,Amphipoda,Cell 47,3
2014,OGW-ABMI-449-11,Hydrachnidia,Cell 47,2
2014,OGW-ABMI-449-11,Gastropoda,Cell 47,2
2014,OGW-ABMI-449-11,Hemiptera,Cell 47,2
2014,OGW-ABMI-469-11,Gastropoda,Cell 20,2
2014,OGW-ABMI-469-11,Bivalvia,Cell 20,2
2014,OGW-ABMI-469-11,Amphipoda,Cell 20,2
2014,OGW-ABMI-469-11,Zygoptera,Cell 20,1
2014,OGW-ABMI-469-11,Hemiptera,Cell 20,1
2014,OGW-ABMI-469-11,Chironomidae,Cell 20,14
2014,OGW-ABMI-469-11,Ceratopogonidae,Cell 20,1
2014,OGW-ABMI-469-11,Damaged Organisms,Cell 20,3
2014,OGW-ABMI-469-11,Oligochaeta,Cell 20,13
2014,OGW-ABMI-469-11,Ceratopogonidae,Cell 39,1
2014,OGW-ABMI-469-11,Chaoboridae,Cell 39,3
2014,OGW-ABMI-469-11,Damaged Organisms,Cell 39,2
2014,OGW-ABMI-469-11,Oligochaeta,Cell 39,10
2014,OGW-ABMI-469-11,Gastropoda,Cell 39,1
2014,OGW-ABMI-469-11,Bivalvia,Cell 39,2
2014,OGW-ABMI-469-11,Chironomidae,Cell 39,16
2014,OGW-ABMI-469-11,Damaged Organisms,Cell 70,2
2014,OGW-ABMI-469-11,Oligochaeta,Cell 70,9
2014,OGW-ABMI-469-11,Gastropoda,Cell 70,5
2014,OGW-ABMI-469-11,Bivalvia,Cell 70,3
2014,OGW-ABMI-469-11,Hydrachnidia,Cell 70,2
2014,OGW-ABMI-469-11,Amphipoda,Cell 70,2
2014,OGW-ABMI-469-11,Zygoptera,Cell 70,1
2014,OGW-ABMI-469-11,Trichoptera,Cell 70,1
2014,OGW-ABMI-469-11,Coleoptera (larvae),Cell 70,1
2014,OGW-ABMI-469-11,Chironomidae,Cell 70,7
2014,OGW-ABMI-469-11,Chaoboridae,Cell 70,4
2014,OGW-ABMI-469-11,Damaged Organisms,Cell 6,4
2014,OGW-ABMI-469-11,Oligochaeta,Cell 6,11
2014,OGW-ABMI-469-11,Coleoptera (larvae),Cell 6,1
2014,OGW-ABMI-469-11,Chironomidae,Cell 6,11
2014,OGW-ABMI-469-11,Ceratopogonidae,Cell 6,1
2014,OGW-ABMI-469-11,Chaoboridae,Cell 6,4
2014,OGW-ABMI-469-11,Damaged Organisms,Cell 34,4
2014,OGW-ABMI-469-11,Oligochaeta,Cell 34,8
2014,OGW-ABMI-469-11,Gastropoda,Cell 34,1
2014,OGW-ABMI-469-11,Amphipoda,Cell 34,1
2014,OGW-ABMI-469-11,Chironomidae,Cell 34,4
2014,OGW-ABMI-469-11,Ceratopogonidae,Cell 34,1
2014,OGW-ABMI-469-11,Chaoboridae,Cell 34,2
2014,OGW-ABMI-469-11,Damaged Organisms,Cell 48,3
2014,OGW-ABMI-469-11,Oligochaeta,Cell 48,14
2014,OGW-ABMI-469-11,Bivalvia,Cell 48,2
2014,OGW-ABMI-469-11,Zygoptera,Cell 48,1
2014,OGW-ABMI-469-11,Hemiptera,Cell 48,1
2014,OGW-ABMI-469-11,Chironomidae,Cell 48,9
2014,OGW-ABMI-469-11,Chaoboridae,Cell 48,3
2014,OGW-ABMI-469-11,Damaged Organisms,Cell 74,2
2014,OGW-ABMI-469-11,Oligochaeta,Cell 74,22
2014,OGW-ABMI-469-11,Gastropoda,Cell 74,6
2014,OGW-ABMI-469-11,Bivalvia,Cell 74,4
2014,OGW-ABMI-469-11,Hydrachnidia,Cell 74,1
2014,OGW-ABMI-469-11,Amphipoda,Cell 74,1
2014,OGW-ABMI-469-11,Zygoptera,Cell 74,2
2014,OGW-ABMI-469-11,Trichoptera,Cell 74,1
2014,OGW-ABMI-469-11,Chironomidae,Cell 74,9
2014,OGW-ABMI-469-11,Ceratopogonidae,Cell 74,1
2014,OGW-ABMI-469-11,Chaoboridae,Cell 74,3
2014,OGW-ABMI-469-11,Damaged Organisms,Cell 30,1
2014,OGW-ABMI-469-11,Oligochaeta,Cell 30,5
2014,OGW-ABMI-469-11,Gastropoda,Cell 30,2
2014,OGW-ABMI-469-11,Bivalvia,Cell 30,3
2014,OGW-ABMI-469-11,Hydrachnidia,Cell 30,1
2014,OGW-ABMI-469-11,Amphipoda,Cell 30,2
2014,OGW-ABMI-469-11,Trichoptera,Cell 30,1
2014,OGW-ABMI-469-11,Chironomidae,Cell 30,9
2014,OGW-ABMI-469-11,Chaoboridae,Cell 30,5
2014,OGW-ABMI-469-11,Zygoptera,Cell 81,1
2014,OGW-ABMI-469-11,Chironomidae,Cell 81,9
2014,OGW-ABMI-469-11,Ceratopogonidae,Cell 81,2
2014,OGW-ABMI-469-11,Chaoboridae,Cell 81,3
2014,OGW-ABMI-469-11,Damaged Organisms,Cell 81,2
2014,OGW-ABMI-469-11,Oligochaeta,Cell 81,24
2014,OGW-ABMI-469-11,Gastropoda,Cell 81,4
2014,OGW-ABMI-469-11,Bivalvia,Cell 81,2
2014,OGW-ABMI-469-11,Hydrachnidia,Cell 81,1
2014,OGW-ABMI-469-11,Gastropoda,Cell 24,2
2014,OGW-ABMI-469-11,Bivalvia,Cell 24,1
2014,OGW-ABMI-469-11,Hydrachnidia,Cell 24,1
2014,OGW-ABMI-469-11,Chironomidae,Cell 24,6
2014,OGW-ABMI-469-11,Chaoboridae,Cell 24,4
2014,OGW-ABMI-469-11,Damaged Organisms,Cell 24,4
2014,OGW-ABMI-469-11,Oligochaeta,Cell 24,11
2014,OGW-ABMI-469-11,Damaged Organisms,Cell 51,2
2014,OGW-ABMI-469-11,Oligochaeta,Cell 51,17
2014,OGW-ABMI-469-11,Gastropoda,Cell 51,6
2014,OGW-ABMI-469-11,Bivalvia,Cell 51,1
2014,OGW-ABMI-469-11,Hydrachnidia,Cell 51,2
2014,OGW-ABMI-469-11,Amphipoda,Cell 51,1
2014,OGW-ABMI-469-11,Trichoptera,Cell 51,1
2014,OGW-ABMI-469-11,Chironomidae,Cell 51,8
2014,OGW-ABMI-469-11,Chaoboridae,Cell 51,7
2014,OGW-ABMI-582-11,Coleoptera (larvae),Cell 98,1
2014,OGW-ABMI-582-11,Hirudinea,Cell 98,1
2014,OGW-ABMI-582-11,Oligochaeta,Cell 98,11
2014,OGW-ABMI-582-11,Amphipoda,Cell 98,4
2014,OGW-ABMI-582-11,Chironomidae,Cell 98,5
2014,OGW-ABMI-582-11,Hemiptera,Cell 98,1
2014,OGW-ABMI-582-11,Chironomidae,Cell 50,6
2014,OGW-ABMI-582-11,Amphipoda,Cell 50,5
2014,OGW-ABMI-582-11,Gastropoda,Cell 50,1
2014,OGW-ABMI-582-11,Oligochaeta,Cell 50,12
2014,OGW-ABMI-582-11,Hemiptera,Cell 50,1
2014,OGW-ABMI-582-11,Oligochaeta,Cell 67,32
2014,OGW-ABMI-582-11,Gastropoda,Cell 67,1
2014,OGW-ABMI-582-11,Amphipoda,Cell 67,3
2014,OGW-ABMI-582-11,Anisoptera,Cell 67,1
2014,OGW-ABMI-582-11,Hemiptera,Cell 67,1
2014,OGW-ABMI-582-11,Chironomidae,Cell 67,20
2014,OGW-ABMI-582-11,Damaged Organisms,Cell 67,4
2014,OGW-ABMI-582-11,Amphipoda,Cell 46,5
2014,OGW-ABMI-582-11,Hirudinea,Cell 46,1
2014,OGW-ABMI-582-11,Oligochaeta,Cell 46,15
2014,OGW-ABMI-582-11,Chironomidae,Cell 46,6
2014,OGW-ABMI-582-11,Oligochaeta,Cell 89,21
2014,OGW-ABMI-582-11,Hirudinea,Cell 89,1
2014,OGW-ABMI-582-11,Amphipoda,Cell 89,1
2014,OGW-ABMI-582-11,Chironomidae,Cell 89,10
2014,OGW-ABMI-582-11,Ceratopogonidae,Cell 89,1
2014,OGW-ABMI-582-11,Oligochaeta,Cell 32,14
2014,OGW-ABMI-582-11,Amphipoda,Cell 32,4
2014,OGW-ABMI-582-11,Hemiptera,Cell 32,2
2014,OGW-ABMI-582-11,Coleoptera (larvae),Cell 32,1
2014,OGW-ABMI-582-11,Chironomidae,Cell 32,6
2014,OGW-ABMI-582-11,Oligochaeta,Cell 44,8
2014,OGW-ABMI-582-11,Chironomidae,Cell 44,8
2014,OGW-ABMI-582-11,Hemiptera,Cell 44,2
2014,OGW-ABMI-582-11,Amphipoda,Cell 44,2
2014,OGW-ABMI-582-11,Oligochaeta,Cell 4,11
2014,OGW-ABMI-582-11,Hirudinea,Cell 4,2
2014,OGW-ABMI-582-11,Gastropoda,Cell 4,1
2014,OGW-ABMI-582-11,Coleoptera (larvae),Cell 4,1
2014,OGW-ABMI-582-11,Hemiptera,Cell 4,1
2014,OGW-ABMI-582-11,Amphipoda,Cell 4,3
2014,OGW-ABMI-582-11,Chironomidae,Cell 4,5
2014,OGW-ABMI-582-11,Amphipoda,Cell 57,6
2014,OGW-ABMI-582-11,Ephemeroptera,Cell 57,1
2014,OGW-ABMI-582-11,Hemiptera,Cell 57,2
2014,OGW-ABMI-582-11,Chironomidae,Cell 57,6
2014,OGW-ABMI-582-11,Damaged Organisms,Cell 57,2
2014,OGW-ABMI-582-11,Oligochaeta,Cell 57,17
2014,OGW-ABMI-582-11,Hirudinea,Cell 57,3
2014,OGW-ABMI-582-11,Oligochaeta,Cell 83,9
2014,OGW-ABMI-582-11,Hirudinea,Cell 83,2
2014,OGW-ABMI-582-11,Chironomidae,Cell 83,13
2014,OGW-ABMI-582-11,Hemiptera,Cell 83,1
2014,OGW-ABMI-582-11,Amphipoda,Cell 83,4
2014,OGW-ABMI-582-11,Amphipoda,Cell 30,2
2014,OGW-ABMI-582-11,Oligochaeta,Cell 30,5
2014,OGW-ABMI-582-11,Hemiptera,Cell 30,1
2014,OGW-ABMI-582-11,Chironomidae,Cell 30,10
2014,OGW-ABMI-582-11,Coleoptera (larvae),Cell 30,1
2014,OGW-ABMI-582-11,Oligochaeta,Cell 65,13
2014,OGW-ABMI-582-11,Hirudinea,Cell 65,1
2014,OGW-ABMI-582-11,Coleoptera (larvae),Cell 65,1
2014,OGW-ABMI-582-11,Amphipoda,Cell 65,4
2014,OGW-ABMI-582-11,Chironomidae,Cell 65,9
2014,OGW-ABMI-599-11,Chaoboridae,Cell 27,4
2014,OGW-ABMI-599-11,Bivalvia,Cell 27,2
2014,OGW-ABMI-599-11,Chironomidae,Cell 27,1
2014,OGW-ABMI-599-11,Ephemeroptera,Cell 94,1
2014,OGW-ABMI-599-11,Chironomidae,Cell 94,1
2014,OGW-ABMI-599-11,Chaoboridae,Cell 94,4
2014,OGW-ABMI-599-11,Hemiptera,Cell 94,1
2014,OGW-ABMI-599-11,Chaoboridae,Cell 44,4
2014,OGW-ABMI-599-11,Hydrachnidia,Cell 44,1
2014,OGW-ABMI-599-11,Bivalvia,Cell 44,2
2014,OGW-ABMI-599-11,Chaoboridae,Cell 6,155
2014,OGW-ABMI-599-11,Ceratopogonidae,Cell 6,2
2014,OGW-ABMI-599-11,Chironomidae,Cell 6,12
2014,OGW-ABMI-599-11,Coleoptera (larvae),Cell 6,3
2014,OGW-ABMI-599-11,Hemiptera,Cell 6,5
2014,OGW-ABMI-599-11,Ephemeroptera,Cell 6,11
2014,OGW-ABMI-599-11,Zygoptera,Cell 6,1
2014,OGW-ABMI-599-11,Amphipoda,Cell 6,2
2014,OGW-ABMI-599-11,Hydrachnidia,Cell 6,4
2014,OGW-ABMI-599-11,Bivalvia,Cell 6,100
2014,OGW-ABMI-599-11,Gastropoda,Cell 6,1
2014,OGW-ABMI-599-11,Hirudinea,Cell 6,2
2014,OGW-ABMI-599-11,Damaged Organisms,Cell 6,41
2014,OGW-ABMI-599-11,Anisoptera,Cell 48,1
2014,OGW-ABMI-599-12,Chironomidae,Cell 30,1
2014,OGW-ABMI-599-12,Hemiptera,Cell 30,1
2014,OGW-ABMI-599-12,Hemiptera,Cell 76,1
2014,OGW-ABMI-599-12,Amphipoda,Cell 76,2
2014,OGW-ABMI-599-12,Ephemeroptera,Cell 76,3
2014,OGW-ABMI-599-12,Zygoptera,Cell 76,1
2014,OGW-ABMI-599-12,Chaoboridae,Cell 76,14
2014,OGW-ABMI-599-12,Chironomidae,Cell 76,10
2014,OGW-ABMI-599-12,Coleoptera (adults),Cell 76,3
2014,OGW-ABMI-599-12,Damaged Organisms,Cell 76,5
2014,OGW-ABMI-599-12,Oligochaeta,Cell 76,1
2014,OGW-ABMI-599-12,Gastropoda,Cell 76,1
2014,OGW-ABMI-599-12,Hydrachnidia,Cell 76,11
2014,OGW-ABMI-619-11,Damaged Organisms,Cell 58,8
2014,OGW-ABMI-619-11,Oligochaeta,Cell 58,10
2014,OGW-ABMI-619-11,Gastropoda,Cell 58,9
2014,OGW-ABMI-619-11,Amphipoda,Cell 58,16
2014,OGW-ABMI-619-11,Ephemeroptera,Cell 58,2
2014,OGW-ABMI-619-11,Zygoptera,Cell 58,1
2014,OGW-ABMI-619-11,Chironomidae,Cell 58,44
2014,OGW-ABMI-619-11,Tipulidae,Cell 58,1
2014,OGW-ABMI-619-11,Hemiptera,Cell 6,1
2014,OGW-ABMI-619-11,Coleoptera (larvae),Cell 6,1
2014,OGW-ABMI-619-11,Chironomidae,Cell 6,20
2014,OGW-ABMI-619-11,Gastropoda,Cell 6,3
2014,OGW-ABMI-619-11,Oligochaeta,Cell 6,6
2014,OGW-ABMI-619-11,Amphipoda,Cell 6,5
2014,OGW-ABMI-619-11,Damaged Organisms,Cell 8,4
2014,OGW-ABMI-619-11,Gastropoda,Cell 8,2
2014,OGW-ABMI-619-11,Amphipoda,Cell 8,5
2014,OGW-ABMI-619-11,Chironomidae,Cell 8,41
2014,OGW-ABMI-619-11,Oligochaeta,Cell 8,16
2014,OGW-ABMI-619-11,Chironomidae,Cell 7,16
2014,OGW-ABMI-619-11,Ceratopogonidae,Cell 7,2
2014,OGW-ABMI-619-11,Chaoboridae,Cell 7,2
2014,OGW-ABMI-619-11,Hemiptera,Cell 7,1
2014,OGW-ABMI-619-11,Anisoptera,Cell 7,2
2014,OGW-ABMI-619-11,Ephemeroptera,Cell 7,1
2014,OGW-ABMI-619-11,Amphipoda,Cell 7,7
2014,OGW-ABMI-619-11,Gastropoda,Cell 7,4
2014,OGW-ABMI-619-11,Hirudinea,Cell 7,1
2014,OGW-ABMI-619-11,Oligochaeta,Cell 7,23
2014,OGW-ABMI-619-11,Coleoptera (larvae),Cell 41,1
2014,OGW-ABMI-619-11,Zygoptera,Cell 41,1
2014,OGW-ABMI-619-11,Chaoboridae,Cell 41,1
2014,OGW-ABMI-619-11,Chironomidae,Cell 41,21
2014,OGW-ABMI-619-11,Damaged Organisms,Cell 41,2
2014,OGW-ABMI-619-11,Oligochaeta,Cell 41,12
2014,OGW-ABMI-619-11,Gastropoda,Cell 41,5
2014,OGW-ABMI-619-11,Ephemeroptera,Cell 41,1
2014,OGW-ABMI-619-11,Amphipoda,Cell 41,12
2014,OGW-ABMI-619-11,Hydrachnidia,Cell 41,1
2014,OGW-ABMI-619-11,Tipulidae,Cell 25,1
2014,OGW-ABMI-619-11,Oligochaeta,Cell 25,16
2014,OGW-ABMI-619-11,Amphipoda,Cell 25,10
2014,OGW-ABMI-619-11,Chironomidae,Cell 25,25
2014,OGW-ABMI-619-11,Ceratopogonidae,Cell 25,1
2014,OGW-ABMI-619-11,Gastropoda,Cell 25,5
2014,OGW-ABMI-668-11,Hydrachnidia,Cell 3,1
2014,OGW-ABMI-668-11,Chironomidae,Cell 3,10
2014,OGW-ABMI-668-11,Anisoptera,Cell 3,1
2014,OGW-ABMI-668-11,Coleoptera (larvae),Cell 88,1
2014,OGW-ABMI-668-11,Chironomidae,Cell 88,3
2014,OGW-ABMI-668-11,Damaged Organisms,Cell 88,1
2014,OGW-ABMI-668-11,Oligochaeta,Cell 88,1
2014,OGW-ABMI-668-11,Gastropoda,Cell 88,1
2014,OGW-ABMI-668-11,Ephemeroptera,Cell 88,2
2014,OGW-ABMI-668-11,Damaged Organisms,Cell 81,1
2014,OGW-ABMI-668-11,Hirudinea,Cell 81,1
2014,OGW-ABMI-668-11,Bivalvia,Cell 81,3
2014,OGW-ABMI-668-11,Hydrachnidia,Cell 81,1
2014,OGW-ABMI-668-11,Ephemeroptera,Cell 81,1
2014,OGW-ABMI-668-11,Chironomidae,Cell 81,20
2014,OGW-ABMI-668-11,Damaged Organisms,Cell 23,2
2014,OGW-ABMI-668-11,Oligochaeta,Cell 23,1
2014,OGW-ABMI-668-11,Bivalvia,Cell 23,1
2014,OGW-ABMI-668-11,Chironomidae,Cell 23,7
2014,OGW-ABMI-668-11,Chaoboridae,Cell 23,1
2014,OGW-ABMI-668-11,Oligochaeta,Cell 90,1
2014,OGW-ABMI-668-11,Gastropoda,Cell 90,1
2014,OGW-ABMI-668-11,Ephemeroptera,Cell 90,1
2014,OGW-ABMI-668-11,Chironomidae,Cell 90,9
2014,OGW-ABMI-668-11,Chironomidae,Cell 11,10
2014,OGW-ABMI-668-11,Damaged Organisms,Cell 11,1
2014,OGW-ABMI-668-11,Oligochaeta,Cell 11,2
2014,OGW-ABMI-668-11,Bivalvia,Cell 11,2
2014,OGW-ABMI-668-11,Damaged Organisms,Cell 57,1
2014,OGW-ABMI-668-11,Hydrachnidia,Cell 57,1
2014,OGW-ABMI-668-11,Ephemeroptera,Cell 57,2
2014,OGW-ABMI-668-11,Hemiptera,Cell 57,1
2014,OGW-ABMI-668-11,Chironomidae,Cell 57,10
2014,OGW-ABMI-668-11,Chaoboridae,Cell 57,2
2014,OGW-ABMI-668-11,Damaged Organisms,Cell 21,2
2014,OGW-ABMI-668-11,Oligochaeta,Cell 21,3
2014,OGW-ABMI-668-11,Bivalvia,Cell 21,2
2014,OGW-ABMI-668-11,Amphipoda,Cell 21,1
2014,OGW-ABMI-668-11,Chironomidae,Cell 21,17
2014,OGW-ABMI-668-11,Oligochaeta,Cell 26,1
2014,OGW-ABMI-668-11,Ephemeroptera,Cell 26,1
2014,OGW-ABMI-668-11,Chironomidae,Cell 26,4
2014,OGW-ABMI-668-11,Chaoboridae,Cell 26,2
2014,OGW-ABMI-668-11,Damaged Organisms,Cell 91,1
2014,OGW-ABMI-668-11,Oligochaeta,Cell 91,1
2014,OGW-ABMI-668-11,Chironomidae,Cell 91,7
2014,OGW-ABMI-668-11,Chaoboridae,Cell 91,1
2014,OGW-ABMI-668-11,Oligochaeta,Cell 25,1
2014,OGW-ABMI-668-11,Bivalvia,Cell 25,1
2014,OGW-ABMI-668-11,Amphipoda,Cell 25,1
2014,OGW-ABMI-668-11,Chironomidae,Cell 25,8
2014,OGW-ABMI-668-11,Chaoboridae,Cell 25,1
2014,OGW-ABMI-668-11,Gastropoda,Cell 93,1
2014,OGW-ABMI-668-11,Ephemeroptera,Cell 93,4
2014,OGW-ABMI-668-11,Hemiptera,Cell 93,1
2014,OGW-ABMI-668-11,Chironomidae,Cell 93,17
2014,OGW-ABMI-668-11,Chaoboridae,Cell 93,1
2014,OGW-ABMI-668-11,Damaged Organisms,Cell 97,3
2014,OGW-ABMI-668-11,Oligochaeta,Cell 97,2
2014,OGW-ABMI-668-11,Gastropoda,Cell 97,1
2014,OGW-ABMI-668-11,Hemiptera,Cell 97,1
2014,OGW-ABMI-668-11,Chironomidae,Cell 97,3
2014,OGW-ABMI-668-11,Damaged Organisms,Cell 67,1
2014,OGW-ABMI-668-11,Oligochaeta,Cell 67,2
2014,OGW-ABMI-668-11,Gastropoda,Cell 67,2
2014,OGW-ABMI-668-11,Bivalvia,Cell 67,1
2014,OGW-ABMI-668-11,Coleoptera (larvae),Cell 67,1
2014,OGW-ABMI-668-11,Chironomidae,Cell 67,7
2014,OGW-ABMI-668-11,Damaged Organisms,Cell 65,2
2014,OGW-ABMI-668-11,Oligochaeta,Cell 65,1
2014,OGW-ABMI-668-11,Bivalvia,Cell 65,2
2014,OGW-ABMI-668-11,Ephemeroptera,Cell 65,3
2014,OGW-ABMI-668-11,Anisoptera,Cell 65,1
2014,OGW-ABMI-668-11,Chironomidae,Cell 65,17
2014,OGW-ABMI-668-11,Chaoboridae,Cell 65,1
2014,OGW-ABMI-668-11,Damaged Organisms,Cell 61,2
2014,OGW-ABMI-668-11,Bivalvia,Cell 61,1
2014,OGW-ABMI-668-11,Hemiptera,Cell 61,1
2014,OGW-ABMI-668-11,Trichoptera,Cell 61,1
2014,OGW-ABMI-668-11,Chironomidae,Cell 61,8
2014,OGW-ABMI-668-11,Chaoboridae,Cell 61,1
2014,OGW-ABMI-668-11,Bivalvia,Cell 6,1
2014,OGW-ABMI-668-11,Chironomidae,Cell 6,1
2014,OGW-ABMI-668-11,Damaged Organisms,Cell 82,2
2014,OGW-ABMI-668-11,Oligochaeta,Cell 82,4
2014,OGW-ABMI-668-11,Hydrachnidia,Cell 82,1
2014,OGW-ABMI-668-11,Ephemeroptera,Cell 82,2
2014,OGW-ABMI-668-11,Chironomidae,Cell 82,15
2014,OGW-ABMI-668-11,Chaoboridae,Cell 82,3
2014,OGW-ABMI-668-11,Anisoptera,Cell 17,1
2014,OGW-ABMI-668-11,Chironomidae,Cell 17,9
2014,OGW-ABMI-668-11,Damaged Organisms,Cell 36,5
2014,OGW-ABMI-668-11,Oligochaeta,Cell 36,2
2014,OGW-ABMI-668-11,Ephemeroptera,Cell 36,1
2014,OGW-ABMI-668-11,Anisoptera,Cell 36,1
2014,OGW-ABMI-668-11,Chironomidae,Cell 36,11
2014,OGW-ABMI-668-11,Chaoboridae,Cell 36,2
2014,OGW-ABMI-668-11,Oligochaeta,Cell 39,1
2014,OGW-ABMI-668-11,Gastropoda,Cell 39,1
2014,OGW-ABMI-668-11,Chironomidae,Cell 39,6
2014,OGW-ABMI-668-11,Chaoboridae,Cell 39,2
2014,OGW-ABMI-668-11,Damaged Organisms,Cell 39,3
2014,OGW-ABMI-668-11,Ephemeroptera,Cell 13,2
2014,OGW-ABMI-668-11,Hemiptera,Cell 13,1
2014,OGW-ABMI-668-11,Chironomidae,Cell 13,8
2014,OGW-ABMI-668-11,Bivalvia,Cell 62,1
2014,OGW-ABMI-668-11,Ephemeroptera,Cell 62,2
2014,OGW-ABMI-668-11,Chironomidae,Cell 62,15
2014,OGW-ABMI-668-11,Chaoboridae,Cell 62,1
2014,OGW-ABMI-668-11,Ephemeroptera,Cell 89,4
2014,OGW-ABMI-668-11,Anisoptera,Cell 89,1
2014,OGW-ABMI-668-11,Coleoptera (larvae),Cell 89,1
2014,OGW-ABMI-668-11,Chironomidae,Cell 89,3
2014,OGW-ABMI-668-11,Other: Neuroptera,Cell 84,1
2014,OGW-ABMI-668-11,Damaged Organisms,Cell 84,1
2014,OGW-ABMI-668-11,Oligochaeta,Cell 84,2
2014,OGW-ABMI-668-11,Bivalvia,Cell 84,2
2014,OGW-ABMI-668-11,Ephemeroptera,Cell 84,3
2014,OGW-ABMI-668-11,Anisoptera,Cell 84,1
2014,OGW-ABMI-668-11,Trichoptera,Cell 84,1
2014,OGW-ABMI-668-11,Chironomidae,Cell 84,13
2014,OGW-ABMI-668-11,Chaoboridae,Cell 84,1
2014,OGW-ABMI-669-11,Gastropoda,Cell 83,2
2014,OGW-ABMI-669-11,Trichoptera,Cell 40,1
2014,OGW-ABMI-669-11,Hemiptera,Cell 40,1
2014,OGW-ABMI-669-11,Gastropoda,Cell 40,1
2014,OGW-ABMI-669-11,Hemiptera,Cell 66,70
