Rotation,ABMI Site,Year,Field Date,Field Crew Member(s),Identification Date,Identification Analyst,Coarse Group,Coarse Group Count,Proportion of Marchant Box Cells Counted
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Anisoptera,2,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Ceratopogonidae,0,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Chaoboridae,31,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Chironomidae,83,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Cladocera,672,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Coleoptera (adults),0,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Coleoptera (larvae),3,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Copeopoda,423,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Culicidae,1,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Decapoda,0,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Ephemeroptera,2,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Gastropoda,59,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Hemiptera,4,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Hirudinea,0,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Hydrachnida,4,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Hydrozoa,0,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Isopoda,0,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Lepidoptera,0,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Megaloptera,0,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Misc. Diptera,0,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Nematoda,7,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Oligochaeta,34,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Ostracoda,107,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Pelecypoda,0,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Platyhelminthes,0,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Plecoptera,0,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Porifera,0,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Simulidae,0,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Tabanidae,0,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Tipulidae,1,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Trichoptera,0,26
Rotation 1,329,2007,20-Jul-07,AST,13-Aug-07,AST,Zygoptera,14,26
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Amphipoda,1,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Anisoptera,0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Ceratopogonidae,0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Chaoboridae,0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Chironomidae,27,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Cladocera,0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Coleoptera (adults),0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Coleoptera (larvae),0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Copeopoda,0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Culicidae,0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Decapoda,0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Ephemeroptera,1,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Gastropoda,3,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Hemiptera,0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Hirudinea,0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Hydrachnida,1,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Hydrozoa,0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Isopoda,0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Lepidoptera,0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Megaloptera,0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Misc. Diptera,0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Nematoda,0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Oligochaeta,0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Ostracoda,0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Pelecypoda,2,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Platyhelminthes,0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Plecoptera,0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Porifera,0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Simulidae,0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Tabanidae,0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Tipulidae,0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Trichoptera,0,33
Rotation 1,330,2007,19-Jul-07,RSW,20-Aug-07,ILE,Zygoptera,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Amphipoda,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Anisoptera,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Ceratopogonidae,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Chaoboridae,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Chironomidae,11,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Cladocera,74,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Coleoptera (adults),0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Coleoptera (larvae),0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Copeopoda,13,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Culicidae,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Decapoda,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Ephemeroptera,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Gastropoda,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Hemiptera,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Hirudinea,2,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Hydrachnida,3,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Hydrozoa,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Isopoda,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Lepidoptera,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Megaloptera,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Misc. Diptera,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Nematoda,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Oligochaeta,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Ostracoda,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Pelecypoda,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Platyhelminthes,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Plecoptera,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Porifera,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Simulidae,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Tabanidae,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Tipulidae,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Trichoptera,0,33
Rotation 1,331,2007,21-Jul-07,AST,17-Aug-07,ILE,Zygoptera,0,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Amphipoda,0,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Anisoptera,0,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Ceratopogonidae,0,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Chaoboridae,0,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Chironomidae,13,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Cladocera,2,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Coleoptera (adults),0,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Coleoptera (larvae),0,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Copeopoda,0,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Culicidae,0,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Decapoda,0,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Ephemeroptera,1,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Gastropoda,7,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Hemiptera,1,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Hirudinea,0,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Hydrachnida,0,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Hydrozoa,2,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Isopoda,0,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Lepidoptera,0,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Megaloptera,0,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Misc. Diptera,1,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Nematoda,0,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Oligochaeta,1,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Ostracoda,3,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Pelecypoda,0,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Platyhelminthes,0,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Plecoptera,0,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Porifera,0,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Simulidae,0,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Tabanidae,0,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Tipulidae,0,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Trichoptera,0,33
Rotation 1,358,2007,19-Jul-07,AST,15-Aug-07,ILE,Zygoptera,1,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Amphipoda,2,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Anisoptera,0,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Ceratopogonidae,1,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Chaoboridae,1,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Chironomidae,77,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Cladocera,36,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Coleoptera (adults),0,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Coleoptera (larvae),1,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Copeopoda,39,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Culicidae,0,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Decapoda,0,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Ephemeroptera,0,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Gastropoda,0,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Hemiptera,1,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Hirudinea,2,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Hydrachnida,3,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Hydrozoa,0,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Isopoda,0,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Lepidoptera,0,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Megaloptera,0,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Misc. Diptera,0,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Nematoda,0,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Oligochaeta,0,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Ostracoda,0,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Pelecypoda,0,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Platyhelminthes,0,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Plecoptera,0,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Porifera,0,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Simulidae,0,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Tabanidae,0,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Tipulidae,0,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Trichoptera,0,33
Rotation 1,359,2007,18-Jul-07,ABL,9-Aug-07,ENO,Zygoptera,32,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Amphipoda,1,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Anisoptera,1,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Ceratopogonidae,2,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Chaoboridae,0,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Chironomidae,43,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Cladocera,8,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Coleoptera (adults),0,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Coleoptera (larvae),0,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Copeopoda,42,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Culicidae,0,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Decapoda,0,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Ephemeroptera,0,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Gastropoda,10,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Hemiptera,3,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Hirudinea,0,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Hydrachnida,2,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Hydrozoa,0,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Isopoda,0,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Lepidoptera,0,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Megaloptera,0,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Misc. Diptera,0,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Nematoda,0,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Oligochaeta,6,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Ostracoda,2,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Pelecypoda,11,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Platyhelminthes,0,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Plecoptera,0,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Porifera,22,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Simulidae,0,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Tabanidae,0,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Tipulidae,0,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Trichoptera,0,33
Rotation 1,360,2007,20-Jul-07,ABL,10-Aug-07,ENO,Zygoptera,0,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Amphipoda,1,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Anisoptera,3,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Ceratopogonidae,0,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Chaoboridae,0,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Chironomidae,2,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Cladocera,27,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Coleoptera (adults),0,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Coleoptera (larvae),0,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Copeopoda,1,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Culicidae,0,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Decapoda,0,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Ephemeroptera,0,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Gastropoda,2,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Hemiptera,1,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Hirudinea,0,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Hydrachnida,0,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Hydrozoa,0,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Isopoda,0,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Lepidoptera,0,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Megaloptera,0,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Misc. Diptera,0,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Nematoda,0,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Oligochaeta,0,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Ostracoda,11,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Pelecypoda,1,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Platyhelminthes,0,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Plecoptera,0,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Porifera,1,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Simulidae,0,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Tabanidae,0,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Tipulidae,0,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Trichoptera,0,33
Rotation 1,388,2007,18-Jul-07,ENO,13-Aug-07,ENO,Zygoptera,1,33
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Amphipoda,2,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Anisoptera,28,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Ceratopogonidae,12,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Chaoboridae,0,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Chironomidae,151,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Cladocera,86,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Coleoptera (adults),0,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Coleoptera (larvae),0,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Copeopoda,34,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Culicidae,0,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Decapoda,0,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Ephemeroptera,2,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Gastropoda,41,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Hemiptera,0,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Hirudinea,0,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Hydrachnida,2,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Hydrozoa,6,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Isopoda,0,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Lepidoptera,0,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Megaloptera,0,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Misc. Diptera,0,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Nematoda,1,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Oligochaeta,64,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Ostracoda,6,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Pelecypoda,3,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Platyhelminthes,0,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Plecoptera,0,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Porifera,0,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Simulidae,0,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Tabanidae,0,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Tipulidae,0,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Trichoptera,4,24
Rotation 1,389,2007,20-Jul-07,ABL,13-Aug-07,ENO,Zygoptera,38,24
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Amphipoda,99,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Anisoptera,2,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Ceratopogonidae,4,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Chaoboridae,3,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Chironomidae,173,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Cladocera,58,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Coleoptera (adults),0,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Coleoptera (larvae),0,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Copeopoda,62,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Culicidae,0,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Decapoda,0,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Ephemeroptera,1,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Gastropoda,16,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Hemiptera,3,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Hirudinea,4,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Hydrachnida,0,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Hydrozoa,0,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Isopoda,0,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Lepidoptera,0,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Megaloptera,0,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Misc. Diptera,1,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Nematoda,1,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Oligochaeta,39,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Ostracoda,32,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Pelecypoda,10,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Platyhelminthes,0,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Plecoptera,0,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Porifera,0,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Simulidae,0,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Tabanidae,0,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Tipulidae,0,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Trichoptera,2,11
Rotation 1,390,2007,21-Jul-07,RSW,15-Aug-07,ENO,Zygoptera,2,11
