Site Number,Identification Date ,Coarse Sorting Group,Family          (Sub-family for Chironomidae),Genus & Species,Number of Specimens,Confirmed.Family,Confirmed.Genus & Species
CABIN-W681,8-Jul-19,Other: Laevicaudata,Lynceidae,Lynceus sp.,,,
CABIN-W681,8-Jul-19,UMOS,Planorbidae,Gyraulus circumstriatus,,,
CABIN-W681,8-Jul-19,UMOS,Planorbidae,Planorbella subcrenata,,,
CABIN-W681,8-Jul-19,UMOS,Corixinae,UID,,,
CABIN-W681,8-Jul-19,UMOS,Dytscidae,Dytiscus sp.,,,
CABIN-W681,8-Jul-19,UMOS,Dytscidae,Rhantus sp.,,,
CABIN-W694,,Porifera,,,,,
CABIN-W694,,Hydrozoa,,,,,
CABIN-W694,,Platyhelminthes,,,,,
CABIN-W694,,Nematoda,,,,,
CABIN-W694,30-Oct-20,Oligochaeta,Naididae,Dero sp.,1,Naididae,Dero nivea
CABIN-W694,30-Oct-20,Oligochaeta,Naididae,Dero sp.,1,Naididae,Dero digitata
CABIN-W694,30-Oct-20,Oligochaeta,Naididae,Dero sp.,1,Naididae,Dero nivea
CABIN-W694,30-Oct-20,Oligochaeta,Naididae,Dero sp.,1,Naididae,Dero nivea
CABIN-W694,30-Oct-20,Oligochaeta,Naididae,Dero sp.,1,Naididae,Dero nivea
CABIN-W694,30-Oct-20,Oligochaeta,Naididae,Dero sp.,2,Naididae,Dero sp.
CABIN-W694,,Oligochaeta,,split,5,Naididae,Dero nivea
CABIN-W694,30-Oct-20,Oligochaeta,Naididae,Stylaria lacustris,,,
CABIN-W694,30-Oct-20,Oligochaeta,Naididae,Stylaria lacustris,,,
CABIN-W694,30-Oct-20,Oligochaeta,Naididae,Stylaria lacustris,,,
CABIN-W694,30-Oct-20,Oligochaeta,Naididae,Stylaria lacustris,,,
CABIN-W694,30-Oct-20,Oligochaeta,Naididae,Stylaria lacustris,,,
CABIN-W694,30-Oct-20,Oligochaeta,Naididae,Stylaria lacustris,,,
CABIN-W694,30-Oct-20,Oligochaeta,Naididae,UID,2,Naididae,Stylaria lacustris
CABIN-W694,30-Oct-20,Oligochaeta,Naididae,Dero sp.,1,Naididae,Dero sp.
CABIN-W694,,Oligochaeta,,split,1,Naididae,Dero nivea
CABIN-W694,30-Oct-20,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais communis
CABIN-W694,,Oligochaeta,,split,3,Naididae,Slavina appendiculata
CABIN-W694,30-Oct-20,Oligochaeta,Naididae,UID,1,Naididae,UID
CABIN-W694,,Oligochaeta,,split,2,Naididae,Stylaria lacustris
CABIN-W694,30-Oct-20,Oligochaeta,Naididae,UID,1,Naididae,UID
CABIN-W694,,Oligochaeta,,split,3,Naididae,Stylaria lacustris
CABIN-W694,24-Jun-19,Hirudinea,Glossiphoniidae,Helobdella cf. stagnalis,1,Glossiphoniidae,Helobdella cf. stagnalis
CABIN-W694,24-Jun-19,Hirudinea,Glossiphoniidae,UID,2,Glossiphoniidae,Glossiphonia elegans
CABIN-W694,13-Jun-19,Gastropoda,Planorbidae,Gyraulus crista,,,
CABIN-W694,13-Jun-19,Gastropoda,Planorbidae,UID,,,
CABIN-W694,13-Jun-19,Gastropoda,Valvatidae,Valvata lewisi,,,
CABIN-W694,13-Jun-19,Gastropoda,Valvatidae,Valvata tricarinata,,,
CABIN-W694,13-Jun-19,Gastropoda,Valvatidae,Valvata sp.,,,
CABIN-W694,2-Jul-19,Bivalvia,Sphaeriidae,UID,,,
CABIN-W694,26-Oct-20,Hydrachnidia,Arrenuridae,Arrenurus sp.,,,
CABIN-W694,26-Oct-20,Hydrachnidia,Hydrodromidae,Hydrodroma sp.,,,
CABIN-W694,26-Oct-20,Hydrachnidia,Unionicolidae,Unionicola sp.,,,
CABIN-W694,26-Oct-20,Hydrachnidia,UID,UID,,,
CABIN-W694,26-Oct-20,Acari,Hydrozetidae,Hydrozetes sp.,,,
CABIN-W694,,Cladocera,,,,,
CABIN-W694,,Ostracoda,,,,,
CABIN-W694,,Copepoda,,,,,
CABIN-W694,13-Jun-19,Amphipoda,Gammaridae,Gammarus sp.,4,Gammaridae,Gammarus sp.
CABIN-W694,13-Jun-19,Amphipoda,Hyalellidae,Hyalella sp.,,,
CABIN-W694,,Isopoda,,,,,
CABIN-W694,,Decapoda,,,,,
CABIN-W694,13-Jun-19,Ephemeroptera,Caenidae,Caenis youngi,,,
CABIN-W694,13-Jun-19,Ephemeroptera,Caenidae,Caenis sp.,9,Caenidae,Caenis sp.
CABIN-W694,13-Jun-19,Ephemeroptera,Caenidae,UID,,,
CABIN-W694,,Anisoptera,,,,,
CABIN-W694,13-Jun-19,Zygoptera,UID,UID,,,
CABIN-W694,,Plecoptera,,,,,
CABIN-W694,,Hemiptera,,,,,
CABIN-W694,,Megaloptera,,,,,
CABIN-W694,,Lepidoptera,,,,,
CABIN-W694,13-Jun-19,Trichoptera,Leptoceridae,Triaenodes sp.,1,Leptoceridae,Triaenodes sp.
CABIN-W694,13-Jun-19,Trichoptera,Leptoceridae,UID,,,
CABIN-W694,13-Jun-19,Trichoptera,Limnephilidae,Nemotaulius hostilis,2,Limnephilidae,Nemotaulius hostilis
CABIN-W694,13-Jun-19,Coleoptera (adults),Haliplidae,Haliplus immaculicollis,,,
CABIN-W694,,Coleoptera (larvae),,,,,
CABIN-W694,24-Jun-20,Chironomidae,SNI,SNI,,,
CABIN-W694,2-Jul-20,Chironomidae,Chironominae,Chironomus sp. C RPH,,,
CABIN-W694,2-Jul-20,Chironomidae,Chironominae,Chironomus sp.,,,
CABIN-W694,2-Jul-20,Chironomidae,Chironominae,Cladopelma sp.,,,
CABIN-W694,2-Jul-20,Chironomidae,Chironominae,Endochironomus nigricans,,,
CABIN-W694,2-Jul-20,Chironomidae,Chironominae,Glyptotendipes sp. A RPH,,,
CABIN-W694,2-Jul-20,Chironomidae,Chironominae,Glyptotendipes sp. B RPH,,,
CABIN-W694,2-Jul-20,Chironomidae,Chironominae,Glyptotendipes sp.,,,
CABIN-W694,2-Jul-20,Chironomidae,Chironominae,Microtendipes sp. A RPH,,,
CABIN-W694,2-Jul-20,Chironomidae,Chironominae,Microtendipes sp. B RPH,,,
CABIN-W694,2-Jul-20,Chironomidae,Chironominae,Microtendipes sp.,,,
CABIN-W694,2-Jul-20,Chironomidae,Chironominae,Parachironomus sp. D RPH,,,
CABIN-W694,2-Jul-20,Chironomidae,Chironominae,Paratanytarsus sp.,,,
CABIN-W694,2-Jul-20,Chironomidae,Chironominae,Tanytarsus sp. C RPH,,,
CABIN-W694,2-Jul-20,Chironomidae,Chironominae,Tanytarsus sp. E RPH,,,
CABIN-W694,2-Jul-20,Chironomidae,Chironominae,UID,,,
CABIN-W694,2-Jul-20,Chironomidae,Orthocladiinae,Cricotopus sp. D RPH,,,
CABIN-W694,2-Jul-20,Chironomidae,Orthocladiinae,Nanocladius sp. A RPH,,,
CABIN-W694,2-Jul-20,Chironomidae,Orthocladiinae,Psectrocladius sp. G RPH,,,
CABIN-W694,2-Jul-20,Chironomidae,Tanypodinae,Ablabesmyia sp. E RPH,,,
CABIN-W694,2-Jul-20,Chironomidae,Tanypodinae,Guttipelopia sp.,,,
CABIN-W694,2-Jul-20,Chironomidae,Tanypodinae,Labrundinia neopilosella,,,
CABIN-W694,2-Jul-20,Chironomidae,Tanypodinae,Procladius sp.,,,
CABIN-W694,13-Jun-19,Ceratopogonidae,Ceratopogoninae,Bezzia/Palpomyia sp.,,,
CABIN-W694,,Tabanidae,,,,,
CABIN-W694,,Tipulidae,,,,,
CABIN-W694,,Culicidae,,,,,
CABIN-W694,,Chaoboridae,,,,,
CABIN-W694,,Simuliidae,,,,,
CABIN-W694,,Other Diptera,,,,,
CABIN-W694,,Other: ,,,,,
CABIN-W694,,UMOS,,,,,
CABIN-W695,,Porifera,,,,,
CABIN-W695,,Hydrozoa,,,,,
CABIN-W695,,Platyhelminthes,,,,,
CABIN-W695,,Nematoda,,,,,
CABIN-W695,25-Nov-20,Oligochaeta,Naididae,Pristina leidyi/longiseta,*all worms verified,,
CABIN-W695,25-Nov-20,Oligochaeta,Naididae,Haemonais waldvogeli,,,
CABIN-W695,25-Nov-20,Oligochaeta,Naididae,UID,,,
CABIN-W695,25-Nov-20,Oligochaeta,Naididae,Nais communis,,,
CABIN-W695,25-Nov-20,Oligochaeta,Naididae,Slavina appendiculata,,,
CABIN-W695,25-Nov-20,Oligochaeta,Naididae,UID,,,
CABIN-W695,25-Nov-20,Oligochaeta,Naididae,UID,,,
CABIN-W695,25-Nov-20,Oligochaeta,Naididae,Vejdovskyella comata,,,
CABIN-W695,25-Nov-20,Oligochaeta,Naididae,Stylaria lacustris,,,
CABIN-W695,25-Nov-20,Oligochaeta,UID,UID,,,
CABIN-W695,2-Dec-20,Oligochaeta,Naididae,UID,,,
CABIN-W695,,Hirudinea,,,,,
CABIN-W695,5-Jul-19,Gastropoda,Planorbidae,UID,,,
CABIN-W695,5-Jul-19,Bivalvia,Sphaeriidae,UID,,,
CABIN-W695,27-Oct-20,Hydrachnidia,Pionidae,Piona sp.,,,
CABIN-W695,27-Oct-20,Hydrachnidia,Unionicolidae,Unionicola sp.,,,
CABIN-W695,27-Oct-20,Hydrachnidia,UID,UID,,,
CABIN-W695,27-Oct-20,Oribatida,Hydrozetidae,Hydrozetes sp.,,,
CABIN-W695,27-Oct-20,Mesostigmata,UID,UID,1,Blattisociidae,Lasioseius sp.
CABIN-W695,,Cladocera,,,,,
CABIN-W695,,Ostracoda,,,,,
CABIN-W695,,Copepoda,,,,,
CABIN-W695,5-Jul-19,Amphipoda,Hyalellidae,Hyalella sp.,,,
CABIN-W695,5-Jul-19,Amphipoda,UID,UID,1,Hyalellidae,Hyalella sp.
CABIN-W695,,Isopoda,,,,,
CABIN-W695,,Decapoda,,,,,
CABIN-W695,5-Jul-19,Ephemeroptera,Baetidae,UID,,,
CABIN-W695,5-Jul-19,Ephemeroptera,UID,UID,,,
CABIN-W695,5-Jul-19,Anisoptera,Corduliidae,Cordulia shurtleffi,1,Corduliidae,Cordulia shurtleffii
CABIN-W695,5-Jul-19,Anisoptera,Corduliidae,UID,,,
CABIN-W695,5-Jul-19,Anisoptera,UID,UID,,,
CABIN-W695,5-Jul-19,Zygoptera,UID,UID,,,
CABIN-W695,,Plecoptera,,,,,
CABIN-W695,5-Jul-19,Hemiptera,Mesoveliidae,UID,2,Mesoveliidae,Mesovelia sp.
CABIN-W695,5-Jul-19,Hemiptera,UID,UID,,,
CABIN-W695,,Megaloptera,,,,,
CABIN-W695,,Lepidoptera,,,,,
CABIN-W695,5-Jul-19,Trichoptera,Limnephilidae,Limnephilus sp.,3,Limnephilidae,Nemotaulius hostilis
CABIN-W695,5-Jul-19,Trichoptera,Limnephilidae,UID,,,
CABIN-W695,,Coleoptera (adults),,,,,
CABIN-W695,,Coleoptera (larvae),,,,,
CABIN-W695,21-Jul-20,Chironomidae,Chironominae,Chironomus sp. A RPH,,,
CABIN-W695,21-Jul-20,Chironomidae,Chironominae,Chironomus sp. B RPH,,,
CABIN-W695,21-Jul-20,Chironomidae,Chironominae,Chironomus sp. C RPH,,,
CABIN-W695,21-Jul-20,Chironomidae,Chironominae,Chironomus sp.,,,
CABIN-W695,21-Jul-20,Chironomidae,Chironominae,Endochironomus nigricans,,,
CABIN-W695,21-Jul-20,Chironomidae,Chironominae,Glyptotendipes sp. A RPH,,,
CABIN-W695,21-Jul-20,Chironomidae,Chironominae,Glyptotendipes sp. J RPH,,,
CABIN-W695,21-Jul-20,Chironomidae,Chironominae,Glyptotendipes sp.,,,
CABIN-W695,21-Jul-20,Chironomidae,Chironominae,Microtendipes sp. B RPH,,,
CABIN-W695,21-Jul-20,Chironomidae,Chironominae,Paratanytarsus sp. B RPH,,,
CABIN-W695,21-Jul-20,Chironomidae,Chironominae,Paratanytarsus sp.,,,
CABIN-W695,21-Jul-20,Chironomidae,Chironominae,Polypedilum sp. H RPH,,,
CABIN-W695,21-Jul-20,Chironomidae,Chironominae,Tanytarsus sp. B RPH,,,
CABIN-W695,21-Jul-20,Chironomidae,Chironominae,Tanytarsus sp. E RPH,,,
CABIN-W695,21-Jul-20,Chironomidae,Chironominae,Tanytarsus sp.,,,
CABIN-W695,21-Jul-20,Chironomidae,Chironominae,UID,,,
CABIN-W695,21-Jul-20,Chironomidae,Orthocladiinae,Corynoneura sp. C RPH,,,
CABIN-W695,21-Jul-20,Chironomidae,Orthocladiinae,Corynoneura sp.,,,
CABIN-W695,21-Jul-20,Chironomidae,Orthocladiinae,Limnophyes sp.,,,
CABIN-W695,21-Jul-20,Chironomidae,Orthocladiinae,UID,,,
CABIN-W695,21-Jul-20,Chironomidae,Tanypodinae,Ablabesmyia sp. J RPH,,,
CABIN-W695,21-Jul-20,Chironomidae,Tanypodinae,Guttipelopia rosenbergi,,,
CABIN-W695,21-Jul-20,Chironomidae,Tanypodinae,Guttipelopia sp.,,,
CABIN-W695,21-Jul-20,Chironomidae,Tanypodinae,Procladius sp. A RPH,,,
CABIN-W695,21-Jul-20,Chironomidae,Tanypodinae,Procladius sp. E RPH,,,
CABIN-W695,21-Jul-20,Chironomidae,Tanypodinae,Procladius sp.,,,
CABIN-W695,21-Jul-20,Chironomidae,Tanypodinae,Genus 3 RPH,,,
CABIN-W695,4-Nov-20,Ceratopogonidae,Ceratopogoninae,Bezzia/Probezzia/Palpomyia sp.,,,
CABIN-W695,,Tabanidae,,,,,
CABIN-W695,,Tipulidae,,,,,
CABIN-W695,,Culicidae,,,,,
CABIN-W695,5-Jul-19,Chaoboridae,Chaoboridae,Chaoborus sp.,,,
CABIN-W695,,Simuliidae,,,,,
CABIN-W695,,Other Diptera,,,,,
CABIN-W695,,Other: ,,,,,
CABIN-W695,,UMOS,,,,,
CABIN-W696,,Porifera,,,,,
CABIN-W696,,Hydrozoa,,,,,
CABIN-W696,,Platyhelminthes,,,,,
CABIN-W696,,Nematoda,,,,,
CABIN-W696,9-Nov-20,Oligochaeta,Naididae,Vejdovskyella sp.,2,Naididae,Vejdovskyella comata
CABIN-W696,9-Nov-20,Oligochaeta,Naididae,Slavina appendiculata,,,
CABIN-W696,9-Nov-20,Oligochaeta,Naididae,Dero sp.,1,Naididae,Dero sp.
CABIN-W696,,Oligochaeta,,split,38,Naididae,Nais variabilis
CABIN-W696,9-Nov-20,Oligochaeta,Naididae,Stylaria lacustris,,,
CABIN-W696,9-Nov-20,Oligochaeta,Naididae,Nais sp.,8,Naididae,Nais communis
CABIN-W696,9-Nov-20,Oligochaeta,Enchytraeidae,UID,,,
CABIN-W696,9-Nov-20,Oligochaeta,Naididae,UID,8,Naididae,UID
CABIN-W696,9-Nov-20,Oligochaeta,Naididae,"""Tubificidae"" UID",1,Naididae,UID
CABIN-W696,,Hirudinea,,,,,
CABIN-W696,21-Jun-19,Gastropoda,Valvatidae,Valvata sp.,,,
CABIN-W696,21-Jun-19,Gastropoda,Planorbidae,UID,,,
CABIN-W696,21-Jun-19,Bivalvia,Sphaeriidae,UID,,,
CABIN-W696,27-Oct-20,Hydrachnidia,Limnesiidae,Limnesia sp.,,,
CABIN-W696,27-Oct-20,Hydrachnidia,Unionicolidae,Unionicola sp.,,,
CABIN-W696,27-Oct-20,Hydrachnidia,UID,UID,,,
CABIN-W696,27-Oct-20,Acari,Hydrozetidae,Hydrozetes sp.,,,
CABIN-W696,27-Oct-20,Acari,Malaconothridae,Trimalaconothrus sp.,,,
CABIN-W696,,Cladocera,,,,,
CABIN-W696,,Ostracoda,,,,,
CABIN-W696,,Copepoda,,,,,
CABIN-W696,21-Jun-19,Amphipoda,Hyalellidae,Hyalella sp.,,,
CABIN-W696,,Isopoda,,,,,
CABIN-W696,,Decapoda,,,,,
CABIN-W696,21-Jun-19,Ephemeroptera,Siphlonuridae,Siphlonurus sp.,,,
CABIN-W696,21-Jun-19,Ephemeroptera,Caenidae,UID,,,
CABIN-W696,21-Jun-19,Anisoptera,Corduliidae,UID,,,
CABIN-W696,21-Jun-19,Anisoptera,UID,UID,,,
CABIN-W696,21-Jun-19,Zygoptera,UID,UID,,,
CABIN-W696,,Plecoptera,,,,,
CABIN-W696,,Hemiptera,,,,,
CABIN-W696,,Megaloptera,,,,,
CABIN-W696,21-Jun-19,Lepidoptera,UID,UID,,,
CABIN-W696,21-Jun-19,Trichoptera,Hydroptilidae,Oxyethira sp.,,,
CABIN-W696,21-Jun-19,Trichoptera,Phryganeidae,UID,,,
CABIN-W696,,Coleoptera (adults),,,,,
CABIN-W696,21-Jun-19,Coleoptera (larvae),Haliplidae,Haliplus sp.,,,
CABIN-W696,22-Jul-20,Chironomidae,SNI,SNI,,,
CABIN-W696,29-Jul-20,Chironomidae,Chironominae,Chironomus sp. B RPH,,,
CABIN-W696,29-Jul-20,Chironomidae,Chironominae,Endochironomus nigricans,,,
CABIN-W696,29-Jul-20,Chironomidae,Chironominae,Endochironomus sp.,,,
CABIN-W696,29-Jul-20,Chironomidae,Chironominae,Microtendipes sp. A RPH,,,
CABIN-W696,29-Jul-20,Chironomidae,Chironominae,Paratanytarsus sp. B RPH,,,
CABIN-W696,29-Jul-20,Chironomidae,Chironominae,Paratanytarsus sp.,,,
CABIN-W696,29-Jul-20,Chironomidae,Chironominae,Tanytarsus sp. B RPH,,,
CABIN-W696,29-Jul-20,Chironomidae,Chironominae,Tanytarsus sp. C RPH,,,
CABIN-W696,29-Jul-20,Chironomidae,Chironominae,Tanytarsus sp. Q RPH,,,
CABIN-W696,29-Jul-20,Chironomidae,Chironominae,Tanytarsus sp.,,,
CABIN-W696,29-Jul-20,Chironomidae,Orthocladiinae,Hydrobaenus sp.,,,
CABIN-W696,29-Jul-20,Chironomidae,Orthocladiinae,Orthocladius sp. A RPH,,,
CABIN-W696,29-Jul-20,Chironomidae,Orthocladiinae,Psectrocladius sp. I RPH,,,
CABIN-W696,29-Jul-20,Chironomidae,Orthocladiinae,Psectrocladius sp.,,,
CABIN-W696,29-Jul-20,Chironomidae,Tanypodinae,Ablabesmyia sp. J RPH,,,
CABIN-W696,21-Jun-19,Ceratopogonidae,Ceratopogonidae,Bezzia/Palpomyia sp.,4,Ceratopogonidae,Bezzia/Palpomyia sp.
CABIN-W696,21-Jun-19,Ceratopogonidae,Ceratopogonidae,UID,1,Ceratopogonidae,Bezzia/Probezzia/Palpomyia sp.
CABIN-W696,,Tabanidae,,,,,
CABIN-W696,,Tipulidae,,,,,
CABIN-W696,,Culicidae,,,,,
CABIN-W696,,Chaoboridae,,,,,
CABIN-W696,,Simuliidae,,,,,
CABIN-W696,21-Jun-19,Other Diptera,Dixidae,Dixella sp.,3,Dixidae ,Dixella sp.
CABIN-W696,,Other: ,,,,,
CABIN-W696,21-Jun-19,UMOS,Haliplidae,Haliplus cribrarius,4,Haliplidae,Haliplus cribarius
CABIN-W696,21-Jun-19,UMOS,Dytiscidae,Ilybius pleuriticus,1,Dytiscidae,Ilybius pleuriticus
CABIN-W696,21-Jun-19,UMOS,UID,UID,,,
CABIN-W710,,Porifera,,,,,
CABIN-W710,,Hydrozoa,,,,,
CABIN-W710,,Platyhelminthes,,,,,
CABIN-W710,,Nematoda,,,,,
CABIN-W710,5-Nov-20,Oligochaeta,Naididae,Nais sp.,1,Naididae,Nais variabilis
CABIN-W710,,Oligochaeta,,split,1,Naididae,Nais communis
CABIN-W710,5-Nov-20,Oligochaeta,Naididae,UID,,,
CABIN-W710,,Hirudinea,,,,,
CABIN-W710,28-Jun-19,Gastropoda,Planorbidae,UID,,,
CABIN-W710,28-Jun-19,Gastropoda,Physidae,UID,,,
CABIN-W710,,Bivalvia,,,,,
CABIN-W710,28-Oct-20,Hydrachnidia,Eylaidae,Eylais sp.,,,
CABIN-W710,28-Oct-20,Hydrachnidia,Pionidae,Piona sp.,,,
CABIN-W710,28-Oct-20,Hydrachnidia,UID,UID,,,
CABIN-W710,,Cladocera,,,,,
CABIN-W710,,Ostracoda,,,,,
CABIN-W710,,Copepoda,,,,,
CABIN-W710,28-Jun-19,Amphipoda,Hyalellidae,Hyalella sp.,,,
CABIN-W710,,Isopoda,,,,,
CABIN-W710,,Decapoda,,,,,
CABIN-W710,28-Jun-19,Ephemeroptera,Baetidae,Callibaetis sp.,,,
CABIN-W710,28-Jun-19,Ephemeroptera,Baetidae,UID,,,
CABIN-W710,,Anisoptera,,,,,
CABIN-W710,,Zygoptera,,,,,
CABIN-W710,,Plecoptera,,,,,
CABIN-W710,28-Jun-19,Hemiptera,Notonectidae,Notonecta sp.,,,
CABIN-W710,28-Jun-19,Hemiptera,Corixidae,Callicorixa audeni,5,Corixidae,Callicorixa audeni
CABIN-W710,28-Jun-19,Hemiptera,Corixidae,Sigara bicoloripennis,1,Corixidae,Sigara bicoloripennis
CABIN-W710,28-Jun-19,Hemiptera,Corixidae,Sigara decoratella,1,Corixidae,Sigara decoratella
CABIN-W710,28-Jun-19,Hemiptera,Corixidae,UID,,,
CABIN-W710,,Megaloptera,,,,,
CABIN-W710,28-Jun-19,Lepidoptera,Noctuidae,UID,,,
CABIN-W710,,Trichoptera,,,,,
CABIN-W710,28-Jun-19,Coleoptera (adults),Haliplidae,Haliplus immaculicollis,,,
CABIN-W710,28-Jun-19,Coleoptera (larvae),Dytiscidae,Graphoderus perplexus,,,
CABIN-W710,28-Jun-19,Coleoptera (larvae),Dytiscidae,Graphoderus sp.,,,
CABIN-W710,28-Jun-19,Coleoptera (larvae),Dytiscidae,Rhantus sp.,,,
CABIN-W710,27-Jul-20,Chironomidae,SNI,SNI,,,
CABIN-W710,14-Aug-20,Chironomidae,Chironominae,Chironomus sp. C RPH,,,
CABIN-W710,14-Aug-20,Chironomidae,Chironominae,Chironomus sp. D RPH,,,
CABIN-W710,14-Aug-20,Chironomidae,Chironominae,Chironomus sp.,,,
CABIN-W710,14-Aug-20,Chironomidae,Chironominae,Glyptotendipes sp. F RPH,,,
CABIN-W710,14-Aug-20,Chironomidae,Chironominae,Glyptotendipes sp. G RPH,,,
CABIN-W710,14-Aug-20,Chironomidae,Chironominae,Glyptotendipes sp.,,,
CABIN-W710,14-Aug-20,Chironomidae,Chironominae,Parachironomus sp. D RPH,,,
CABIN-W710,14-Aug-20,Chironomidae,Chironominae,Parachironomus sp.,,,
CABIN-W710,14-Aug-20,Chironomidae,Chironominae,Tanytarsus sp. B RPH,,,
CABIN-W710,14-Aug-20,Chironomidae,Chironominae,Tanytarsus sp. N RPH,,,
CABIN-W710,14-Aug-20,Chironomidae,Chironominae,Tanytarsus sp.,,,
CABIN-W710,14-Aug-20,Chironomidae,Chironominae,UID,,,
CABIN-W710,14-Aug-20,Chironomidae,Orthocladiinae,Cricotopus sp. A RPH,,,
CABIN-W710,14-Aug-20,Chironomidae,Orthocladiinae,Cricotopus sp. C RPH,,,
CABIN-W710,14-Aug-20,Chironomidae,Orthocladiinae,Cricotopus sp. I RPH,,,
CABIN-W710,14-Aug-20,Chironomidae,Orthocladiinae,Cricotopus sp.,,,
CABIN-W710,14-Aug-20,Chironomidae,Orthocladiinae,Orthocladius sp. A RPH,,,
CABIN-W710,14-Aug-20,Chironomidae,Orthocladiinae,Psectrocladius sp.,,,
CABIN-W710,14-Aug-20,Chironomidae,Orthocladiinae,UID,,,
CABIN-W710,14-Aug-20,Chironomidae,Tanypodinae,Ablabesmyia sp. D RPH,,,
CABIN-W710,14-Aug-20,Chironomidae,Tanypodinae,Procladius sp. D RPH,,,
CABIN-W710,14-Aug-20,Chironomidae,Tanypodinae,Procladius sp.,,,
CABIN-W710,14-Aug-20,Chironomidae,Tanypodinae,Psectrotanypus dyari,,,
CABIN-W710,14-Aug-20,Chironomidae,Tanypodinae,UID,,,
CABIN-W710,4-Nov-20,Ceratopogonidae,Ceratopogoninae,Bezzia/Probezzia/Palpomyia sp.,,,
CABIN-W710,,Tabanidae,,,,,
CABIN-W710,,Tipulidae,,,,,
CABIN-W710,,Culicidae,,,,,
CABIN-W710,28-Jun-19,Chaoboridae,Chaoboridae,Chaoborus americanus,1,Chaoboridae,Chaoborus americanus
CABIN-W710,28-Jun-19,Chaoboridae,Chaoboridae,Chaoborus sp.,,,
CABIN-W710,,Simuliidae,,,,,
CABIN-W710,,Other Diptera,,,,,
CABIN-W710,,Other: ,,,,,
CABIN-W710,2-Jul-19,UMOS,Physidae,Physa skinneri,1,Physidae,Physa skinneri
CABIN-W710,2-Jul-19,UMOS,Baetidae,Callibaetis sp.,,,
CABIN-W710,2-Jul-19,UMOS,Notonectidae,Notonecta kirbyi,1,Notonectidae,Notonecta kirbyi
CABIN-W710,2-Jul-19,UMOS,Corixidae,Callicorixa audeni,4,Corixidae,Callicorixa audeni
CABIN-W710,2-Jul-19,UMOS,Dytiscidae,Graphoderus perplexus,,,
CABIN-W711,,Porifera,,,,,
CABIN-W711,,Hydrozoa,,,,,
CABIN-W711,,Platyhelminthes,,,,,
CABIN-W711,,Nematoda,,,,,
CABIN-W711,5-Nov-20,Oligochaeta,Naididae,Nais sp.,21,Naididae,Nais communis
CABIN-W711,,Oligochaeta,,split,1,Naididae,Nais sp.
CABIN-W711,5-Nov-20,Oligochaeta,Naididae,UID,15,Naididae,UID
CABIN-W711,,Hirudinea,,,,,
CABIN-W711,,Gastropoda,,,,,
CABIN-W711,,Bivalvia,,,,,
CABIN-W711,28-Oct-20,Hydrachnidia,Hydrachnidae,Hydrachna sp.,,,
CABIN-W711,28-Oct-20,Hydrachnidia,Limnesiidae,Limnesia sp.,,,
CABIN-W711,28-Oct-20,Hydrachnidia,UID,UID,,,
CABIN-W711,,Cladocera,,,,,
CABIN-W711,,Ostracoda,,,,,
CABIN-W711,,Copepoda,,,,,
CABIN-W711,,Amphipoda,,,,,
CABIN-W711,,Isopoda,,,,,
CABIN-W711,,Decapoda,,,,,
CABIN-W711,,Ephemeroptera,,,,,
CABIN-W711,,Anisoptera,,,,,
CABIN-W711,25-Jun-19,Zygoptera,Lestidae,Lestes disjunctus,,,
CABIN-W711,25-Jun-19,Zygoptera,Lestidae,Lestes sp.,,,
CABIN-W711,,Plecoptera,,,,,
CABIN-W711,27-Jun-19,Hemiptera,Corixidae,Cymatia sp.,,,
CABIN-W711,27-Jun-19,Hemiptera,Corixinae,UID,,,
CABIN-W711,27-Jun-19,Hemiptera,Notonectidae,Notonecta sp.,,,
CABIN-W711,,Megaloptera,,,,,
CABIN-W711,,Lepidoptera,,,,,
CABIN-W711,,Trichoptera,,,,,
CABIN-W711,27-Jun-19,Coleoptera (adults),Dytiscidae,Hygrotus sayi,,,
CABIN-W711,27-Jun-19,Coleoptera (adults),Haliplidae,Haliplus apicalis,,,
CABIN-W711,27-Jun-19,Coleoptera (adults),Haliplidae,Haliplus immaculicollis,,,
CABIN-W711,27-Jun-19,Coleoptera (adults),Haliplidae,Haliplus longulus,3,Haliplidae,Haliplus longulus
CABIN-W711,27-Jun-19,Coleoptera (larvae),Dytiscidae,Dytiscus sp.,,,
CABIN-W711,27-Jun-19,Coleoptera (larvae),Dytiscidae,Graphoderus perplexus,,,
CABIN-W711,27-Jun-19,Coleoptera (larvae),Dytiscidae,Graphoderus sp.,,,
CABIN-W711,27-Jun-19,Coleoptera (larvae),Dytiscidae,Laccophilus biguttatus,,,
CABIN-W711,27-Jun-19,Coleoptera (larvae),Dytiscidae,Laccophilus sp.,,,
CABIN-W711,27-Jun-19,Coleoptera (larvae),Dytiscidae,Rhantus sp.,,,
CABIN-W711,27-Jun-19,Coleoptera (larvae),Haliplidae,Haliplus sp.,,,
CABIN-W711,5-Aug-20,Chironomidae,Chironominae,Endochironomus nigricans,,,
CABIN-W711,5-Aug-20,Chironomidae,Chironominae,Endochironomus sp.,,,
CABIN-W711,5-Aug-20,Chironomidae,Chironominae,Parachironomus sp. D RPH,,,
