Site Number,Sorted By,Date Sorted,Coarse Sorting Group,Coarse Sorting Count,Number of Cells Counted in Marchant Box,Lab Comments,Identified By,Identification Date ,Family          (Sub-family for Chironomidae),Genus & Species,Life Stage,Advanced ID Count,Reference Used,Advanced ID Comments,Number of Specimens,Verified by,Verification Date,Family,Genus & Species,Reference Used,Verification Comments,Voucher Selected By,Date Selected,Number of Voucher Specimens ,Vial,Number of Non-voucher Specimens,TMS number,Date Entered in TMS,Comments
W727,KCA,17-Aug-2018,Lepidoptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W727,KCA,17-Aug-2018,Trichoptera,1,100,,,,,,,,,,,,,,,,,,,,,,,,
W727,KCA,17-Aug-2018,Coleoptera (adults),0,100,,,,,,,,,,,,,,,,,,,,,,,,
W727,KCA,17-Aug-2018,Coleoptera (larvae),1,100,,,,,,,,,,,,,,,,,,,,,,,,
W727,KCA,17-Aug-2018,Chironomidae,113,100,,,,,,,,,,,,,,,,,,,,,,,,
W727,KCA,17-Aug-2018,Ceratopogonidae,3,100,,ALA,15-Oct-2020,Ceratopogoninae,Bezzia/Probezzia/Palpomyia sp.,larva,3,Merritt 2019,several genera difficult to separate,,,,,,,,ALA,15-Oct-2020,3,mv,0,ABMI.A.42875,,
W727,KCA,17-Aug-2018,Tabanidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W727,KCA,17-Aug-2018,Tipulidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W727,KCA,17-Aug-2018,Culicidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W727,KCA,17-Aug-2018,Chaoboridae,37,100,,ALA,15-Oct-2020,Chaoborinae,Chaoborus americanus,larva,8,Haney 2013,,,,,,,,,ALA,15-Oct-2020,8,mv,0,ABMI.A.42876,,
W727,KCA,17-Aug-2018,Chaoboridae,split,100,,ALA,15-Oct-2020,Chaoborinae,Chaoborus sp.,larva,26,Haney 2013,,,,,,,,,ALA,15-Oct-2020,26,mv,0,ABMI.A.42877,,
W727,KCA,17-Aug-2018,Simuliidae,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W727,KCA,17-Aug-2018,Other Diptera,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W727,KCA,17-Aug-2018,Other: ,0,100,,,,,,,,,,,,,,,,,,,,,,,,
W727,KCA,17-Aug-2018,UMOS,VNA,100,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W742,TAS,16-Aug-2018,Oligochaeta,11,9,,ALA,19-Oct-2020,Naididae,Chaetogaster sp.,unknown,3,Thorp 2010,,3,ALA,16-Nov-20,Naididae,Chaetogaster diaphanus,Brinkhurst 1986,,ALA,19-Oct-2020,3,slide,0,ABMI.A.42891,,
W742,TAS,16-Aug-2018,Oligochaeta,split,9,,ALA,19-Oct-2020,Naididae,Nais sp.,unknown,6,Thorp 2010,shared slides,6,ALA,16-Nov-20,Naididae,Nais communis,Brinkhurst 1986,,ALA,19-Oct-2020,0,slide,6,VNA,,
W742,TAS,16-Aug-2018,Oligochaeta,split,9,,ALA,19-Oct-2020,Naididae,UID,unknown,1,Thorp 2010,,,,,,,,,ALA,19-Oct-2020,0,slide,1,VNA,,
W742,TAS,16-Aug-2018,Hirudinea,1,9,,ALA,16-Oct-2020,Glossiphoniidae,Helobdella cf. stagnalis,unknown,1,Clifford 1991,,,,,,,,,ALA,16-Oct-2020,1,mv,0,ABMI.A.42878,,
W742,TAS,16-Aug-2018,Gastropoda,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W742,TAS,16-Aug-2018,Bivalvia,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W742,TAS,16-Aug-2018,Hydrachnidia,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W742,TAS,16-Aug-2018,Amphipoda,8,9,,ALA,16-Oct-2020,Hyalellidae,Hyalella cf. azteca,unknown,2,Marron-Becerra 2020,mature male ~7.5mm,,,,,,,,ALA,16-Oct-2020,2,mv,0,ABMI.A.42879,,
W742,TAS,16-Aug-2018,Amphipoda,split,9,,ALA,16-Oct-2020,Hyalellidae,Hyalella sp.,unknown,6,Marron-Becerra 2020,,,,,,,,,ALA,16-Oct-2020,6,mv,0,ABMI.A.42880,,
W742,TAS,16-Aug-2018,Isopoda,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W742,TAS,16-Aug-2018,Decapoda,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W742,TAS,16-Aug-2018,Ephemeroptera,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W742,TAS,16-Aug-2018,Anisoptera,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W742,TAS,16-Aug-2018,Zygoptera,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W742,TAS,16-Aug-2018,Plecoptera,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W742,TAS,16-Aug-2018,Hemiptera,3,9,,,,,,,,,,,,,,,,,,,,,,,,
W742,TAS,16-Aug-2018,Megaloptera,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W742,TAS,16-Aug-2018,Lepidoptera,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W742,TAS,16-Aug-2018,Trichoptera,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W742,TAS,16-Aug-2018,Coleoptera (adults),0,9,,,,,,,,,,,,,,,,,,,,,,,,
W742,TAS,16-Aug-2018,Coleoptera (larvae),1,9,,,,,,,,,,,,,,,,,,,,,,,,
W742,TAS,16-Aug-2018,Chironomidae,135,9,,,,,,,,,,,,,,,,,,,,,,,,
W742,TAS,16-Aug-2018,Ceratopogonidae,1,9,,ALA,16-Oct-2020,Ceratopogoninae,Bezzia/Probezzia/Palpomyia sp.,larva,1,Merritt 2019,several genera difficult to separate,,,,,,,,ALA,16-Oct-2020,1,mv,0,ABMI.A.42881,,
W742,TAS,16-Aug-2018,Tabanidae,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W742,TAS,16-Aug-2018,Tipulidae,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W742,TAS,16-Aug-2018,Culicidae,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W742,TAS,16-Aug-2018,Chaoboridae,198,9,,ALA,16-Oct-2020,Chaoborinae,Chaoborus americanus,larva,143,Haney 2013,,,,,,,,,ALA,16-Oct-2020,143,scv,0,ABMI.A.42882,,
W742,TAS,16-Aug-2018,Chaoboridae,split,9,,ALA,16-Oct-2020,Chaoborinae,Chaoborus sp.,larva,55,Haney 2013,,,,,,,,,ALA,16-Oct-2020,55,mv,0,ABMI.A.42883,,
W742,TAS,16-Aug-2018,Simuliidae,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W742,TAS,16-Aug-2018,Other Diptera,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W742,TAS,16-Aug-2018,Other: ,0,9,,,,,,,,,,,,,,,,,,,,,,,,
W742,TAS,16-Aug-2018,UMOS,1,9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W743,YDV,14-Aug-2018,Oligochaeta,1,20,,ALA,19-Oct-2020,Naididae,UID,unknown,1,Throp 2010,Tubificid?,1,ALA,16-Nov-20,Naididae,UID,Brinkhurst 1986,"""Tubificidae"" UID without hair chaetae",ALA,19-Oct-2020,1,slide,0,ABMI.A.43013,,
W743,YDV,14-Aug-2018,Hirudinea,0,20,,,,,,,,,,,,,,,,,,,,,,,,
W743,YDV,14-Aug-2018,Gastropoda,73,20,,,,,,,,,,,,,,,,,,,,,,,,
W743,YDV,14-Aug-2018,Bivalvia,17,20,,ALA,16-Oct-2020,Sphaeriidae,UID,unknown,16,Clifford 1991,,,,,,,,,ALA,16-Oct-2020,0,mv,16,VNA,,
W743,YDV,14-Aug-2018,Hydrachnidia,1,20,,ALA,16-Oct-2020,Limnesiidae,Limnesia sp.,adult,1,Proctor 2006,,,,,,,,,ALA,16-Oct-2020,1,mv,0,ABMI.A.42884,,
W743,YDV,14-Aug-2018,Amphipoda,118,20,,ALA,16-Oct-2020,Gammaridae,Gammarus sp.,unknown,13,Clifford 1991,,,,,,,,,ALA,16-Oct-2020,13,mv,0,ABMI.A.42885,,
W743,YDV,14-Aug-2018,Amphipoda,split,20,,ALA,16-Oct-2020,Hyalellidae,Hyalella cf. azteca,unknown,2,Marron-Becerra 2020,,,,,,,,,ALA,16-Oct-2020,2,mv,0,ABMI.A.42886,,
W743,YDV,14-Aug-2018,Amphipoda,split,20,,ALA,16-Oct-2020,Hyalellidae,Hyalella sp.,unknown,99,Clifford 1991,,,,,,,,,ALA,16-Oct-2020,99,mv,0,ABMI.A.42887,,
W743,YDV,14-Aug-2018,Isopoda,0,20,,,,,,,,,,,,,,,,,,,,,,,,
W743,YDV,14-Aug-2018,Decapoda,0,20,,,,,,,,,,,,,,,,,,,,,,,,
W743,YDV,14-Aug-2018,Ephemeroptera,0,20,,,,,,,,,,,,,,,,,,,,,,,,
W743,YDV,14-Aug-2018,Anisoptera,0,20,,,,,,,,,,,,,,,,,,,,,,,,
W743,YDV,14-Aug-2018,Zygoptera,2,20,,,,,,,,,,,,,,,,,,,,,,,,
W743,YDV,14-Aug-2018,Plecoptera,0,20,,,,,,,,,,,,,,,,,,,,,,,,
W743,YDV,14-Aug-2018,Hemiptera,13,20,,,,,,,,,,,,,,,,,,,,,,,,
W743,YDV,14-Aug-2018,Megaloptera,0,20,,,,,,,,,,,,,,,,,,,,,,,,
W743,YDV,14-Aug-2018,Lepidoptera,0,20,,,,,,,,,,,,,,,,,,,,,,,,
W743,YDV,14-Aug-2018,Trichoptera,2,20,,,,,,,,,,,,,,,,,,,,,,,,
W743,YDV,14-Aug-2018,Coleoptera (adults),1,20,,,,,,,,,,,,,,,,,,,,,,,,
W743,YDV,14-Aug-2018,Coleoptera (larvae),22,20,,,,,,,,,,,,,,,,,,,,,,,,
W743,YDV,14-Aug-2018,Chironomidae,36,20,,,,,,,,,,,,,,,,,,,,,,,,
W743,YDV,14-Aug-2018,Ceratopogonidae,0,20,,,,,,,,,,,,,,,,,,,,,,,,
W743,YDV,14-Aug-2018,Tabanidae,0,20,,,,,,,,,,,,,,,,,,,,,,,,
W743,YDV,14-Aug-2018,Tipulidae,0,20,,,,,,,,,,,,,,,,,,,,,,,,
W743,YDV,14-Aug-2018,Culicidae,0,20,,,,,,,,,,,,,,,,,,,,,,,,
W743,YDV,14-Aug-2018,Chaoboridae,62,20,,ALA,16-Oct-2020,Chaoborinae,Chaoborus americanus,larva,7,Haney 2013,,,,,,,,,ALA,16-Oct-2020,7,mv,0,ABMI.A.42888,,
W743,YDV,14-Aug-2018,Chaoboridae,split,20,,ALA,16-Oct-2020,Chaoborinae,Chaoborus sp.,larva,55,Haney 2013,,,,,,,,,ALA,16-Oct-2020,55,mv,0,ABMI.A.42889,,
W743,YDV,14-Aug-2018,Simuliidae,0,20,,,,,,,,,,,,,,,,,,,,,,,,
W743,YDV,14-Aug-2018,Other Diptera,0,20,,,,,,,,,,,,,,,,,,,,,,,,
W743,YDV,14-Aug-2018,Other: ,0,20,,,,,,,,,,,,,,,,,,,,,,,,
W743,YDV,14-Aug-2018,UMOS,10,20,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W757,JDO2,23-Aug-2018,Oligochaeta,119,15,,ALA,23-Oct-2020,Lumbriculidae,Lumbriculus sp.,unknown,1,Thorp 2016,,,,,,,,,ALA,23-Oct-2020,1,slide,0,ABMI.A.42949,,
W757,JDO2,23-Aug-2018,Oligochaeta,split,15,,ALA,23-Oct-2020,Naididae,Stylaria lacustris,unknown,15,Thorp 2016,,17,ALA,17-Nov-20,Naididae,Stylaria lacustris,Brinkhurst 1986,,ALA,23-Oct-2020,1,slide,16,ABMI.A.42950,,
W757,JDO2,23-Aug-2018,Oligochaeta,split,15,,ALA,23-Oct-2020,Naididae,Slavina appendiculata,unknown,30,Thorp 2016,,50,ALA,17-Nov-20,Naididae,Slavina appendiculata,Brinkhurst 1986,,ALA,23-Oct-2020,1,slide,49,ABMI.A.42951,,
W757,JDO2,23-Aug-2018,Oligochaeta,split,15,,ALA,23-Oct-2020,Naididae,Aulodrilus sp.,unknown,4,Thorp 2016,slides shared with other taxa,2,ALA,17-Nov-20,Naididae,UID,Brinkhurst 1986,"""Tubificidae"" UID immature without hair chaetae",ALA,23-Oct-2020,0,slide,2,VNA,,
W757,JDO2,23-Aug-2018,Oligochaeta,split,15,,,,,split,,split,,,1,ALA,17-Nov-20,Naididae,UID,Brinkhurst 1986,"""Tubificidae"" UID immature with hair chaetae",ALA,17-Nov-2020,0,slide,1,VNA,,
W757,JDO2,23-Aug-2018,Oligochaeta,split,15,,,,,split,,split,,,1,ALA,17-Nov-20,Naididae,Haemonais waldvogeli,Brinkhurst 1986,,ALA,17-Nov-2020,0,slide,1,VNA,,
W757,JDO2,23-Aug-2018,Oligochaeta,split,15,,ALA,23-Oct-2020,Naididae,Nais sp.,unknown,7,Thorp 2016,slides shared with other taxa,7,ALA,17-Nov-20,Naididae,Nais variabilis,Brinkhurst 1986,,ALA,23-Oct-2020,0,slide,7,VNA,,
W757,JDO2,23-Aug-2018,Oligochaeta,split,15,,,,,split,,split,,,2,ALA,17-Nov-20,Naididae,Nais simplex,Brinkhurst 1986,,ALA,17-Nov-2020,0,slide,2,VNA,,
W757,JDO2,23-Aug-2018,Oligochaeta,split,15,,,,,split,,split,,,4,ALA,17-Nov-20,Naididae,Nais communis,Brinkhurst 1986,,ALA,17-Nov-2020,0,slide,4,VNA,,
W757,JDO2,23-Aug-2018,Oligochaeta,split,15,,ALA,23-Oct-2020,Naididae,Pristina sp.,unknown,3,Thorp 2016,slides shared with other taxa,3,ALA,17-Nov-20,Naididae,Pristina leidyi/longiseta,Brinkhurst 1986,,ALA,23-Oct-2020,0,slide,3,VNA,,
W757,JDO2,23-Aug-2018,Oligochaeta,split,15,,,,,split,,split,,,1,ALA,17-Nov-20,Naididae,Pristina aequiseta,Brinkhurst 1986,,ALA,17-Nov-2020,0,slide,1,VNA,,
W757,JDO2,23-Aug-2018,Oligochaeta,split,15,,ALA,29-Oct-2020,Naididae,Dero sp.,unknown,13,Thorp 2016,slides shared with other taxa,3,ALA,17-Nov-20,Naididae,Dero sp.,Brinkhurst 1986,,ALA,29-Oct-2020,0,slide,3,VNA,,
W757,JDO2,23-Aug-2018,Oligochaeta,split,15,,,,,split,,split,,,15,ALA,17-Nov-20,Naididae,Dero nivea,Brinkhurst 1986,one with head missing,ALA,17-Nov-2020,0,slide,15,VNA,,
W757,JDO2,23-Aug-2018,Oligochaeta,split,15,,ALA,23-Oct-2020,Naididae,UID,unknown,38,Thorp 2016,slides shared with other taxa,2,ALA,17-Nov-20,Naididae,UID,Brinkhurst 1986,,ALA,23-Oct-2020,0,slide,2,VNA,,
W757,JDO2,23-Aug-2018,Hirudinea,1,15,,ALA,19-Oct-2020,Erpobdellidae,UID,unknown,2,Clifford 1991,,,,,,,,,ALA,19-Oct-2020,0,mv,2,VNA,,
W757,JDO2,23-Aug-2018,Gastropoda,2,15,,,,,,,,,,,,,,,,,,,,,,,,
W757,JDO2,23-Aug-2018,Bivalvia,12,15,,ALA,19-Oct-2020,Sphaeriidae,UID,unknown,12,Clifford 1991,,,,,,,,,ALA,19-Oct-2020,0,mv,12,VNA,,
W757,JDO2,23-Aug-2018,Hydrachnidia,2,15,,ALA,19-Oct-2020,Limnesiidae,Limnesia sp.,adult,1,Proctor 2006,,,,,,,,,ALA,19-Oct-2020,1,mv,0,ABMI.A.42892,,
W757,JDO2,23-Aug-2018,Hydrachnidia,split,15,,ALA,19-Oct-2020,Limnocharidae,Limnochares sp.,adult,1,Proctor 2006,,,,,,,,,ALA,19-Oct-2020,1,mv,0,ABMI.A.42893,,
W757,JDO2,23-Aug-2018,Amphipoda,163,15,,ALA,19-Oct-2020,Gammaridae,Gammarus cf. lacustris,unknown,2,Holsinger 1972,more mature specimens,,,,,,,,ALA,19-Oct-2020,2,mv,0,ABMI.A.42894,,
W757,JDO2,23-Aug-2018,Amphipoda,split,15,,ALA,19-Oct-2020,Gammaridae,Gammarus sp.,unknown,42,Clifford 1991,,,,,,,,,ALA,19-Oct-2020,42,scv,0,ABMI.A.42895,,
W757,JDO2,23-Aug-2018,Amphipoda,split,15,,ALA,19-Oct-2020,Hyalellidae,Hyalella cf. texana,unknown,1,Marron-Becerra 2020,"female, inner plate of M1 with 3 apical setae",,,,,,,,ALA,19-Oct-2020,1,mv,0,ABMI.A.42896,,
W757,JDO2,23-Aug-2018,Amphipoda,split,15,,ALA,19-Oct-2020,Hyalellidae,Hyalella sp.,unknown,111,Clifford 1991,,,,,,,,,ALA,19-Oct-2020,111,mv,0,ABMI.A.42897,,
W757,JDO2,23-Aug-2018,Isopoda,0,15,,,,,,,,,,,,,,,,,,,,,,,,
W757,JDO2,23-Aug-2018,Decapoda,0,15,,,,,,,,,,,,,,,,,,,,,,,,
W757,JDO2,23-Aug-2018,Ephemeroptera,3,15,,,,,,,,,,,,,,,,,,,,,,,,
W757,JDO2,23-Aug-2018,Anisoptera,2,15,,,,,,,,,,,,,,,,,,,,,,,,
W757,JDO2,23-Aug-2018,Zygoptera,0,15,,,,,,,,,,,,,,,,,,,,,,,,
W757,JDO2,23-Aug-2018,Plecoptera,0,15,,,,,,,,,,,,,,,,,,,,,,,,
W757,JDO2,23-Aug-2018,Hemiptera,14,15,,,,,,,,,,,,,,,,,,,,,,,,
W757,JDO2,23-Aug-2018,Megaloptera,0,15,,,,,,,,,,,,,,,,,,,,,,,,
W757,JDO2,23-Aug-2018,Lepidoptera,0,15,,,,,,,,,,,,,,,,,,,,,,,,
W757,JDO2,23-Aug-2018,Trichoptera,0,15,,,,,,,,,,,,,,,,,,,,,,,,
W757,JDO2,23-Aug-2018,Coleoptera (adults),0,15,,,,,,,,,,,,,,,,,,,,,,,,
W757,JDO2,23-Aug-2018,Coleoptera (larvae),0,15,,,,,,,,,,,,,,,,,,,,,,,,
W757,JDO2,23-Aug-2018,Chironomidae,41,15,,,,,,,,,,,,,,,,,,,,,,,,
W757,JDO2,23-Aug-2018,Ceratopogonidae,2,15,,ALA,19-Oct-2020,Ceratopogoninae,Bezzia/Probezzia/Palpomyia sp.,larva,2,Merritt 2019,several genera difficult to separate,,,,,,,,ALA,19-Oct-2020,2,mv,0,ABMI.A.42898,,
W757,JDO2,23-Aug-2018,Tabanidae,0,15,,,,,,,,,,,,,,,,,,,,,,,,
W757,JDO2,23-Aug-2018,Tipulidae,0,15,,,,,,,,,,,,,,,,,,,,,,,,
W757,JDO2,23-Aug-2018,Culicidae,0,15,,,,,,,,,,,,,,,,,,,,,,,,
W757,JDO2,23-Aug-2018,Chaoboridae,1,15,,,,,,,,,,,,,,,,,,,,,,,,
W757,JDO2,23-Aug-2018,Simuliidae,0,15,,,,,,,,,,,,,,,,,,,,,,,,
W757,JDO2,23-Aug-2018,Other Diptera,0,15,,,,,,,,,,,,,,,,,,,,,,,,
W757,JDO2,23-Aug-2018,Other: ,0,15,,,,,,,,,,,,,,,,,,,,,,,,
W757,JDO2,23-Aug-2018,UMOS,0,15,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W758,SPA,17-Aug-2018,Oligochaeta,28,11,,ALA,23-Oct-2020,Naididae,Slavina appendiculata,unknown,4,Thorp 2016,,8,ALA,17-Nov-20,Naididae,Slavina appendiculata,Brinkhurst 1986,,ALA,23-Oct-2020,1,slide,7,ABMI.A.42952,,
W758,SPA,17-Aug-2018,Oligochaeta,split,11,,ALA,23-Oct-2020,Naididae,Nais sp.,unknown,9,Thorp 2016,slides shared with other taxa,3,ALA,17-Nov-20,Naididae,Nais simplex,Brinkhurst 1986,,ALA,23-Oct-2020,0,slide,3,VNA,,
W758,SPA,17-Aug-2018,Oligochaeta,split,11,,,,,split,,split,,,5,ALA,17-Nov-20,Naididae,Nais communis,Brinkhurst 1986,,ALA,17-Nov-2020,0,slide,5,VNA,,
W758,SPA,17-Aug-2018,Oligochaeta,split,11,,ALA,23-Oct-2020,Naididae,Pristina sp.,unknown,3,Thorp 2016,slides shared with other taxa,3,ALA,17-Nov-20,Naididae,Pristina leidyi/longiseta,Brinkhurst 1986,,ALA,23-Oct-2020,0,slide,3,VNA,,
W758,SPA,17-Aug-2018,Oligochaeta,split,11,,ALA,29-Oct-2020,Naididae,Dero sp.,unknown,2,Thorp 2016,,9,ALA,17-Nov-20,Naididae,Nais variabilis,Brinkhurst 1986,,ALA,29-Oct-2020,1,slide,8,ABMI.A.42953,,
W758,SPA,17-Aug-2018,Oligochaeta,split,11,,ALA,23-Oct-2020,Naididae,UID,unknown,11,Thorp 2016,,1,ALA,17-Nov-20,Naididae,UID,Brinkhurst 1986,,ALA,23-Oct-2020,0,slide,1,VNA,,
W758,SPA,17-Aug-2018,Hirudinea,2,11,,ALA,20-Oct-2020,Erpobdellidae,UID,unknown,1,Clifford 1991,,,,,,,,,ALA,20-Oct-2020,0,mv,1,VNA,,
W758,SPA,17-Aug-2018,Hirudinea,split,11,,ALA,20-Oct-2020,Glossiphoniidae,Helobdella cf. stagnalis,unknown,1,Thorp 2016,,,,,,,,,ALA,20-Oct-2020,1,mv,1,ABMI.A.42899,,
W758,SPA,17-Aug-2018,Gastropoda,34,11,,,,,,,,,,,,,,,,,,,,,,,,
W758,SPA,17-Aug-2018,Bivalvia,18,11,,ALA,20-Oct-2020,Sphaeriidae,UID,unknown,18,Clifford 1991,,,,,,,,,ALA,20-Oct-2020,0,mv,18,VNA,,
W758,SPA,17-Aug-2018,Hydrachnidia,10,11,,ALA,20-Oct-2020,Arrenuridae,Arrenurus sp.,deutonymph,4,Proctor 2006,1 adult male,,,,,,,,ALA,20-Oct-2020,4,mv,0,ABMI.A.42900,,
W758,SPA,17-Aug-2018,Hydrachnidia,split,11,,ALA,20-Oct-2020,Limnocharidae,Limnochares sp.,adult,1,Proctor 2006,,,,,,,,,ALA,20-Oct-2020,1,mv,0,ABMI.A.42901,,
W758,SPA,17-Aug-2018,Hydrachnidia,split,11,,ALA,20-Oct-2020,Mideopsidae,Mideopsis sp.,adult,1,Proctor 2006,,,,,,,,,ALA,20-Oct-2020,1,mv,0,ABMI.A.42902,,
W758,SPA,17-Aug-2018,Hydrachnidia,split,11,,ALA,20-Oct-2020,Oxidae,Frontipoda sp.,adult,1,Proctor 2006,,,,,,,,,ALA,20-Oct-2020,1,mv,0,ABMI.A.42903,,
W758,SPA,17-Aug-2018,Hydrachnidia,split,11,,ALA,20-Oct-2020,Pionidae,Piona sp.,adult,2,Proctor 2006,,,,,,,,,ALA,20-Oct-2020,2,mv,0,ABMI.A.42904,,
W758,SPA,17-Aug-2018,Amphipoda,54,11,,ALA,20-Oct-2020,Hyalellidae,Hyalella cf. azteca,unknown,6,Marron-Becerra 2020,,,,,,,,,ALA,20-Oct-2020,6,mv,0,ABMI.A.42905,,
W758,SPA,17-Aug-2018,Amphipoda,split,11,,ALA,20-Oct-2020,Hyalellidae,Hyalella sp.,unknown,48,Clifford 1991,,,,,,,,,ALA,20-Oct-2020,48,mv,0,ABMI.A.42906,,
W758,SPA,17-Aug-2018,Isopoda,0,11,,,,,,,,,,,,,,,,,,,,,,,,
W758,SPA,17-Aug-2018,Decapoda,0,11,,,,,,,,,,,,,,,,,,,,,,,,
W758,SPA,17-Aug-2018,Ephemeroptera,12,11,,,,,,,,,,,,,,,,,,,,,,,,
W758,SPA,17-Aug-2018,Anisoptera,8,11,,,,,,,,,,,,,,,,,,,,,,,,
W758,SPA,17-Aug-2018,Zygoptera,71,11,,,,,,,,,,,,,,,,,,,,,,,,
W758,SPA,17-Aug-2018,Plecoptera,0,11,,,,,,,,,,,,,,,,,,,,,,,,
W758,SPA,17-Aug-2018,Hemiptera,11,11,,,,,,,,,,,,,,,,,,,,,,,,
W758,SPA,17-Aug-2018,Megaloptera,0,11,,,,,,,,,,,,,,,,,,,,,,,,
W758,SPA,17-Aug-2018,Lepidoptera,0,11,,,,,,,,,,,,,,,,,,,,,,,,
W758,SPA,17-Aug-2018,Trichoptera,7,11,,,,,,,,,,,,,,,,,,,,,,,,
W758,SPA,17-Aug-2018,Coleoptera (adults),0,11,,,,,,,,,,,,,,,,,,,,,,,,
W758,SPA,17-Aug-2018,Coleoptera (larvae),4,11,,,,,,,,,,,,,,,,,,,,,,,,
W758,SPA,17-Aug-2018,Chironomidae,96,11,,,,,,,,,,,,,,,,,,,,,,,,
W758,SPA,17-Aug-2018,Ceratopogonidae,1,11,,ALA,20-Oct-2020,Ceratopogoninae,Bezzia/Probezzia/Palpomyia sp.,larva,1,Merritt 2019,several genera difficult to separate,,,,,,,,ALA,20-Oct-2020,1,mv,0,ABMI.A.42907,,
W758,SPA,17-Aug-2018,Tabanidae,0,11,,,,,,,,,,,,,,,,,,,,,,,,
W758,SPA,17-Aug-2018,Tipulidae,0,11,,,,,,,,,,,,,,,,,,,,,,,,
W758,SPA,17-Aug-2018,Culicidae,0,11,,,,,,,,,,,,,,,,,,,,,,,,
W758,SPA,17-Aug-2018,Chaoboridae,3,11,,ALA,20-Oct-2020,Chaoborinae,Chaoborus americanus,larva,3,Haney 2013,,,,,,,,,ALA,20-Oct-2020,3,mv,0,ABMI.A.42908,,
W758,SPA,17-Aug-2018,Simuliidae,0,11,,,,,,,,,,,,,,,,,,,,,,,,
W758,SPA,17-Aug-2018,Other Diptera,0,11,,,,,,,,,,,,,,,,,,,,,,,,
W758,SPA,17-Aug-2018,Other: ,0,11,,,,,,,,,,,,,,,,,,,,,,,,
W758,SPA,17-Aug-2018,UMOS,6,11,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Oligochaeta,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hirudinea,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Gastropoda,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Bivalvia,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hydrachnidia,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Amphipoda,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Isopoda,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Decapoda,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Ephemeroptera,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Anisoptera,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Zygoptera,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Plecoptera,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Hemiptera,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Megaloptera,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Lepidoptera,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Trichoptera,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Coleoptera (adults),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Coleoptera (larvae),,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Chironomidae,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Ceratopogonidae,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Tabanidae,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Tipulidae,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Culicidae,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Chaoboridae,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Simuliidae,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Other Diptera,,,,,,,,,,,,,,,,,,,,,,,,,,
