Row,Target_Group,Coarse_Group,Phylum,Class,Order,Family,Subfamily,Genus,Species,Final_ID_portal,Final_ID,Scientific_Name,Rank,Scientific_Name_Analysis,Analysis_Name,Analysis_Mode,Analysis_Grouping,Analysis_Rank,Distribution_Method,Feeding_Group,Feeding_mode,Conductivity_Sensitivity,DO2_Sensitivity,DOC_Sensitivity,pH_High_Sensitivity,pH_Low_Sensitivity,TN_Sensitivity,TP_Sensitivity,Notes
79,Non-target,Hydrachnidia,Arthropoda,Euchelicerata,Trombidiformes,Mideopsidae,VNA,Mideopsis,sp.,Mideopsis,Mideopsis sp.,Mideopsis sp.,Genus,Mideopsis sp.,Mideopsis.sp.,Abundance,Hydrachnidia,Coarse,VNA,Predator,piercer,8,5,9,7,9,7,6,
80,Non-target,Hydrachnidia,Arthropoda,Euchelicerata,Trombidiformes,Oxidae,VNA,Frontipoda,sp.,Frontipoda,Frontipoda sp.,Frontipoda sp.,Genus,Frontipoda sp.,Frontipoda.sp.,Abundance,Hydrachnidia,Coarse,VNA,Predator,piercer,8,5,9,7,9,7,6,
81,Non-target,Hydrachnidia,Arthropoda,Euchelicerata,Trombidiformes,Oxidae,VNA,Oxus,sp.,Oxus,Oxus sp.,Oxus sp.,Genus,Oxus sp.,Oxus.sp.,Abundance,Hydrachnidia,Coarse,VNA,Predator,piercer,8,5,9,7,9,7,6,
82,Non-target,Hydrachnidia,Arthropoda,Euchelicerata,Trombidiformes,Oxidae,VNA,UID,UID,Oxidae UID,Oxidae UID,Oxidae UID,Family,Oxidae UID,Oxidae.UID,Abundance,Hydrachnidia,Coarse,VNA,Predator,piercer,8,5,9,7,9,7,6,
83,Non-target,Hydrachnidia,Arthropoda,Euchelicerata,Trombidiformes,Pionidae,Tiphyinae,UID,UID,Tiphyinae UID,Tiphyinae UID,Tiphyinae UID,Subfamily,Tiphyinae UID,Tiphyinae.UID,Abundance,Hydrachnidia,Coarse,VNA,Predator,piercer,8,5,9,7,9,7,6,
84,Non-target,Hydrachnidia,Arthropoda,Euchelicerata,Trombidiformes,Pionidae,VNA,Hydrochoreutes,sp.,Hydrochoreutes,Hydrochoreutes sp.,Hydrochoreutes sp.,Genus,Hydrochoreutes sp.,Hydrochoreutes.sp.,Abundance,Hydrachnidia,Coarse,VNA,Predator,piercer,8,5,9,7,9,7,6,
85,Non-target,Hydrachnidia,Arthropoda,Euchelicerata,Trombidiformes,Pionidae,VNA,Piona,sp.,Piona,Piona sp.,Piona sp.,Genus,Piona sp.,Piona.sp.,Abundance,Hydrachnidia,Coarse,VNA,Predator,piercer,8,5,9,7,9,7,6,
86,Non-target,Hydrachnidia,Arthropoda,Euchelicerata,Trombidiformes,Pionidae,VNA,Piona,sp.,piona,Piona sp.,Piona sp.,Genus,Piona sp.,Piona.sp.,Abundance,Hydrachnidia,Coarse,VNA,Predator,piercer,8,5,9,7,9,7,6,
87,Non-target,Hydrachnidia,Arthropoda,Euchelicerata,Trombidiformes,Pionidae,VNA,UID,UID,Pionidae UID,Pionidae UID,Pionidae UID,Family,Pionidae UID,Pionidae.UID,Abundance,Hydrachnidia,Coarse,VNA,Predator,piercer,8,5,9,7,9,7,6,
88,Non-target,Hydrachnidia,Arthropoda,Euchelicerata,Trombidiformes,Stygothrombiidae,VNA,Stygothrombium,sp.,Stygothrombium,Stygothrombium sp.,Stygothrombium sp.,Genus,Stygothrombium sp.,Stygothrombium.sp.,Abundance,Hydrachnidia,Coarse,VNA,Predator,piercer,8,5,9,7,9,7,6,
89,Non-target,Hydrachnidia,Arthropoda,Euchelicerata,Trombidiformes,Teutoniidae,VNA,Teutonia,sp.,Teutonia,Teutonia sp.,Teutonia sp.,Genus,Teutonia sp.,Teutonia.sp.,Abundance,Hydrachnidia,Coarse,VNA,Predator,piercer,8,5,9,7,9,7,6,
90,Non-target,Hydrachnidia,Arthropoda,Euchelicerata,Trombidiformes,UID,VNA,UID,UID,Trombidiformes UID,Trombidiformes UID,Trombidiformes UID,Order,Trombidiformes UID,Trombidiformes.UID,Abundance,Hydrachnidia,Coarse,VNA,Predator,piercer,8,5,9,7,9,7,6,
91,Non-target,Hydrachnidia,Arthropoda,Euchelicerata,Trombidiformes,Unionicolidae,VNA,Neumania,sp.,Neumania,Neumania sp.,Neumania sp.,Genus,Neumania sp.,Neumania.sp.,Abundance,Hydrachnidia,Coarse,VNA,Predator,piercer,8,5,9,7,9,7,6,
92,Non-target,Hydrachnidia,Arthropoda,Euchelicerata,Trombidiformes,Unionicolidae,VNA,UID,UID,Unionicolidae UID,Unionicolidae UID,Unionicolidae UID,Family,Unionicolidae UID,Unionicolidae.UID,Abundance,Hydrachnidia,Coarse,VNA,Predator,piercer,8,5,9,7,9,7,6,
93,Non-target,Hydrachnidia,Arthropoda,Euchelicerata,Trombidiformes,Unionicolidae,VNA,Unionicola,sp.,Unionicola,Unionicola sp.,Unionicola sp.,Genus,Unionicola sp.,Unionicola.sp.,Abundance,Hydrachnidia,Coarse,VNA,Predator,piercer,8,5,9,7,9,7,6,
94,Non-target,Hydrachnidia,Arthropoda,Euchelicerata,Trombidiformes,Prostigmata,UID,UID,UID,Prostigmata UID,Prostigmata UID,Prostigmata UID,Suborder,Prostigmata UID,Prostigmata.UID,Abundance,Hydrachnidia,Coarse,VNA,Predator,piercer,8,5,9,7,9,7,6,
95,Non-target,Hydrachnidia,Arthropoda,Euchelicerata,UID,UID,VNA,UID,UID,Hydrachnidia UID,Hydrachnidia UID,Hydrachnidia UID,Coarse_Group,Hydrachnidia UID,Hydrachnidia.UID,Abundance,Hydrachnidia,Coarse,VNA,Predator,piercer,8,5,9,7,9,7,6,
96,Non-target,Lepidoptera,Arthropoda,Insecta,Lepidoptera,Crambidae,Nymphulinae,Acentria,sp.,Acentria,Acentria sp.,Acentria sp.,Genus,Acentria sp.,Acentria.sp.,Presence,Lepidoptera,Coarse,VNA,Shreder,herbivore,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
97,Non-target,Lepidoptera,Arthropoda,Insecta,Lepidoptera,Crambidae,Nymphulinae,Parapoynx,sp.,Parapoynx,Parapoynx sp.,Parapoynx sp.,Genus,Parapoynx sp.,Parapoynx.sp.,Presence,Lepidoptera,Coarse,VNA,Shreder,herbivore,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
98,Non-target,Lepidoptera,Arthropoda,Insecta,Lepidoptera,Crambidae,UID,UID,UID,Crambidae UID,Crambidae UID,Crambidae UID,Family,Crambidae UID,Crambidae.UID,Presence,Lepidoptera,Coarse,VNA,Shreder,herbivore,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
99,Non-target,Lepidoptera,Arthropoda,Insecta,Lepidoptera,Noctuidae,UID,UID,UID,Noctuidae UID,Noctuidae UID,Noctuidae UID,Family,Noctuidae UID,Noctuidae.UID,Presence,Lepidoptera,Coarse,VNA,Shreder,herbivore,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
100,Non-target,Lepidoptera,Arthropoda,Insecta,Lepidoptera,UID,UID,UID,UID,Lepidoptera UID,Lepidoptera UID,Lepidoptera UID,Coarse_Group,Lepidoptera UID,Lepidoptera.UID,Presence,Lepidoptera,Coarse,VNA,Shreder,herbivore,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
101,Non-target,Megaloptera,Arthropoda,Insecta,Megaloptera,UID,UID,UID,UID,Megaloptera UID,Megaloptera UID,Megaloptera UID,Coarse_Group,Megaloptera UID,Megaloptera.UID,Presence,Megaloptera,Coarse,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,never collected in wetlands
102,Non-target,Oligochaeta,Annelida ,Clitellata,Enchytraeida,Enchytraeidae,VNA,UID,UID,Enchytraeidae UID,Enchytraeidae UID,Enchytraeidae UID,Family,Enchytraeidae UID,Enchytraeidae.UID,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
103,Non-target,Oligochaeta,Annelida ,Clitellata,Lumbriculida,Lumbriculidae,VNA,Lumbriculus,sp.,Lumbriculus,Lumbriculus sp.,Lumbriculus sp.,Genus,Lumbriculus sp.,Lumbriculus.sp.,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
104,Non-target,Oligochaeta,Annelida ,Clitellata,Lumbriculida,Lumbriculidae,VNA,UID,UID,Lumbriculidae UID,Lumbriculidae UID,Lumbriculidae UID,Family,Lumbriculidae UID,Lumbriculidae.UID,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
105,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,Naidinae,Chaetogaster,diaphanus,Chaetogaster diaphanus,Chaetogaster diaphanus,Chaetogaster diaphanus,Species,Chaetogaster diaphanus,Chaetogaster.diaphanus,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
106,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,Naidinae,Chaetogaster,diastrophus,Chaetogaster diastrophus,Chaetogaster diastrophus,Chaetogaster diastrophus,Species,Chaetogaster diastrophus,Chaetogaster.diastrophus,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
107,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,Naidinae,Chaetogaster,limnaei,Chaetogaster limnaei,Chaetogaster limnaei,Chaetogaster limnaei,Species,Chaetogaster limnaei,Chaetogaster.limnaei,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
108,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,Naidinae,Chaetogaster,sp.,Chaetogaster,Chaetogaster sp.,Chaetogaster sp.,Genus,Chaetogaster sp.,Chaetogaster.sp.,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
109,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,Naidinae,Dero,digitata,Dero digitata,Dero digitata,Dero digitata,Species,Dero digitata,Dero.digitata,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
110,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,Naidinae,Dero,nivea,Dero nivea,Dero nivea,Dero nivea,Species,Dero nivea,Dero.nivea,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
111,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,Naidinae,Dero,sp.,Dero,Dero sp.,Dero sp.,Genus,Dero sp.,Dero.sp.,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
112,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,Naidinae,Haemonais,sp.,Haemonais,Haemonais sp.,Haemonais sp.,Genus,Haemonais sp.,Haemonais.sp.,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
113,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,Naidinae,Haemonais,waldvogeli,Haemonais waldvogeli,Haemonais waldvogeli,Haemonais waldvogeli,Species,Haemonais waldvogeli,Haemonais.waldvogeli,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
114,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,Naidinae,Nais,communis,Nais communis,Nais communis,Nais communis,Species,Nais communis,Nais.communis,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
115,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,Naidinae,Nais,communis complex,Nais communis complex,Nais communis complex,Nais communis complex,Complex,Nais communis complex,Nais.communis.complex,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
116,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,Naidinae,Nais,simplex,Nais simplex,Nais simplex,Nais simplex,Species,Nais simplex,Nais.simplex,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
117,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,Naidinae,Nais,sp.,Nais,Nais sp.,Nais sp.,Genus,Nais sp.,Nais.sp.,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
118,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,Naidinae,Nais,variabilis,Nais variabilis,Nais variabilis,Nais variabilis,Species,Nais variabilis,Nais.variabilis,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
119,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,Naidinae,Pristina,aequiseta,Pristina aequiseta,Pristina aequiseta,Pristina aequiseta,Species,Pristina aequiseta,Pristina.aequiseta,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
120,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,Naidinae,Pristina,leidyi/longiseta,Pristina leidyi/longiseta,Pristina leidyi/longiseta,Pristina leidyi/longiseta,Species,Pristina leidyi/longiseta,Pristina.leidyi.longiseta,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
121,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,Naidinae,Pristina,leidyi,Pristina leidyi,Pristina leidyi/longiseta,Pristina leidyi/longiseta,Species,Pristina leidyi/longiseta,Pristina.leidyi.longiseta,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
122,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,Naidinae,Pristina,sp.,Pristina,Pristina sp.,Pristina sp.,Genus,Pristina sp.,Pristina.sp.,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
123,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,Naidinae,Slavina,appendiculata,Slavina appendiculata,Slavina appendiculata,Slavina appendiculata,Species,Slavina appendiculata,Slavina.appendiculata,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
124,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,Naidinae,Slavina,sp.,Slavina,Slavina sp.,Slavina sp.,Genus,Slavina sp.,Slavina.sp.,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
125,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,Naidinae,Stylaria,lacustris,Stylaria lacustris,Stylaria lacustris,Stylaria lacustris,Species,Stylaria lacustris,Stylaria.lacustris,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
126,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,Naidinae,Stylaria,sp.,Stylaria,Stylaria sp.,Stylaria sp.,Genus,Stylaria sp.,Stylaria.sp.,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
127,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,Naidinae,Vejdovskyella,comata,Vejdovskyella comata,Vejdovskyella comata,Vejdovskyella comata,Species,Vejdovskyella comata,Vejdovskyella.comata,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
128,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,Naidinae,Vejdovskyella,sp.,Vejdovskyella,Vejdovskyella sp.,Vejdovskyella sp.,Genus,Vejdovskyella sp.,Vejdovskyella.sp.,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
129,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,UID,UID,UID,Naididae UID,Naididae UID,Naididae UID,Family,Naididae UID,Naididae.UID,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
130,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,VNA,VNA,VNA,Tubificidae with hair,Tubificidae with hair,Tubificidae with hair,Complex,Tubificidae with hair,Tubificidae.with.hair,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
131,Non-target,Oligochaeta,Annelida ,Clitellata,Tubificida,Naididae,VNA,VNA,VNA,Tubificidae without hair,Tubificidae without hair,Tubificidae without hair,Complex,Tubificidae without hair,Tubificidae.without.hair,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
132,Non-target,Oligochaeta,UID,UID,UID,UID,UID,UID,UID,Oligochaeta UID,Oligochaeta UID,Oligochaeta UID,Coarse_Group,Oligochaeta UID,Oligochaeta.UID,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
133,Non-target,Oligochaeta,SNI,SNI,SNI,SNI,SNI,SNI,SNI,Oligochaeta SNI,Oligochaeta SNI,Oligochaeta SNI,Coarse_Group,Oligochaeta SNI,Oligochaeta.SNI,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,9,5,9,8,9,8,6,
134,Non-target,Oligochaeta,Annelida ,VNA,VNA,Aeolosomatidae,VNA,Aeolosoma,sp.,Aeolosoma,Aeolosoma sp.,Aeolosoma sp.,Genus,Aeolosoma sp.,Aeolosoma.sp.,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
135,Non-target,Oligochaeta,Annelida ,VNA,VNA,Aeolosomatidae,VNA,UID,UID,Aeolosomatidae UID,Aeolosomatidae UID,Aeolosomatidae UID,Family,Aeolosomatidae UID,Aeolosomatidae.UID,Abundance,Oligochaeta,Coarse,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
136,Non-target,Other Diptera,Arthropoda,Insecta,Diptera,Dixidae,VNA,Dixella,sp.,Dixella,Dixella sp.,Dixella sp.,Genus,Dixella sp.,Dixella.sp.,Presence,Other.Diptera,Coarse,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
137,Non-target,Other Diptera,Arthropoda,Insecta,Diptera,Empididae,UID,UID,UID,Empididae UID,Empididae UID,Empididae UID,Family,Empididae UID,Empididae.UID,Presence,Other.Diptera,Coarse,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
138,Non-target,Other Diptera,Arthropoda,Insecta,Diptera,Ephydridae,Ephydrinae,Setacera,sp.,Setacera,Setacera sp.,Setacera sp.,Genus,Setacera sp.,Setacera.sp.,Presence,Other.Diptera,Coarse,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
139,Non-target,Other Diptera,Arthropoda,Insecta,Diptera,Psychodinae,Psychodidae,Pericoma/Telmatoscopus,VNA,Pericoma/Telmatoscopus,Pericoma/Telmatoscopus,Pericoma/Telmatoscopus,Complex,Pericoma/Telmatoscopus,Pericoma.Telmatoscopus,Presence,Other.Diptera,Coarse,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
140,Non-target,Other Diptera,Arthropoda,Insecta,Diptera,UID,UID,UID,UID,Other Diptera UID,Other Diptera UID,Other Diptera UID,Coarse_Group,Other Diptera UID,Other.Diptera.UID,Presence,Other.Diptera,Coarse,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
141,Non-target,Other: Neuroptera,Arthropoda,Insecta,Neuroptera,Sisyridae ,VNA,Sisyra,nigra/vicaria,Sisyra nigra/vicaria,Sisyra nigra/vicaria,Sisyra nigra/vicaria,Complex,Sisyra nigra/vicaria,Sisyra.nigra.vicaria,Presence,Neuroptera,Coarse,VNA,Predator,piercer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
142,Non-target,Other: Anostraca,Arthropoda,Branchiopoda,Anostraca,UID,VNA,UID,UID,Anostraca UID,Anostraca UID,Anostraca UID,Coarse_Group,Anostraca UID,Anostraca.UID,Presence,Anostraca,Coarse,VNA,Collector,gatherer,2,3,5,8,10,1,1,"rare but strong indicator of high Con, DOC, TP, TN"
143,Non-target,Other: Conchostraca,Arthropoda,Branchiopoda,Diplostraca,Lynceidae,VNA,Lynceus,bracyurus,Lynceus brachyurus,Lynceus brachyurus,Lynceus brachyurus,Species,Lynceus brachyurus,Lynceus.brachyurus,Abundance,Conchostraca,Coarse,VNA,Collector,gatherer,9,5,9,8,10,8,6,not common but a reasonable indicator
144,Non-target,Other: Conchostraca,Arthropoda,Branchiopoda,Diplostraca,Lynceidae,VNA,Lynceus,sp.,Lynceus,Lynceus sp.,Lynceus sp.,Genus,Lynceus sp.,Lynceus.sp.,Abundance,Conchostraca,Coarse,VNA,Collector,gatherer,9,5,9,8,10,8,6,not common but a reasonable indicator
145,Non-target,Other: Conchostraca,Arthropoda,Branchiopoda,Diplostraca,Lynceidae,VNA,UID,UID,Lynceidae UID,Lynceidae UID,Lynceidae UID,Family,Lynceidae UID,Lynceidae.UID,Abundance,Conchostraca,Coarse,VNA,Collector,gatherer,9,5,9,8,10,8,6,not common but a reasonable indicator
146,Non-target,Other: Conchostraca,Arthropoda,Branchiopoda,Diplostraca,UID,VNA,UID,UID,Conchostraca UID,Conchostraca UID,Conchostraca UID,Coarse_Group,Conchostraca UID,Conchostraca.UID,Abundance,Conchostraca,Coarse,VNA,Collector,gatherer,9,5,9,8,10,8,6,not common but a reasonable indicator
147,Non-target,Other: Notostraca,Arthropoda,Branchiopoda,Notostraca,UID,VNA,UID,UID,Notostraca UID,Notostraca UID,Notostraca UID,Coarse_Group,Notostraca UID,Notostraca.UID,Presence,Notostraca,Coarse,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
148,Non-target,Simuliidae,Arthropoda,Insecta,Diptera,Simuliidae,UID,UID,UID,Simuliidae UID,Simuliidae UID,Simuliidae UID,Coarse_Group,Simuliidae UID,Simuliidae.UID,Presence,Simuliidae,Coarse,VNA,Collector,filter,DD,DD,DD,DD,DD,DD,DD,rarely collected in wetlands
149,Non-target,Tabanidae,Arthropoda,Insecta,Diptera,Tabanidae,Chrysopsinae,Chrysops,sp.,Chrysops,Chrysops sp.,Chrysops sp.,Genus,Chrysops sp.,Chrysops.sp.,Presence,Tabanidae,Coarse,VNA,Predator,engulfer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
150,Non-target,Tabanidae,Arthropoda,Insecta,Diptera,Tabanidae,UID,UID,UID,Tabanidae UID,Tabanidae UID,Tabanidae UID,Coarse_Group,Tabanidae UID,Tabanidae.UID,Presence,Tabanidae,Coarse,VNA,Predator,engulfer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
151,Non-target,Tipulidae,Arthropoda,Insecta,Diptera,Limoniinae,Limoniidae,Helius,sp.,Helius,Helius sp.,Helius sp.,Genus,Helius sp.,Helius.sp.,Presence,Tipulidae,Coarse,VNA,Predator,engulfer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
152,Non-target,Tipulidae,Arthropoda,Insecta,Diptera,UID,UID,UID,UID,Tipulidae UID,Tipulidae UID,Tipulidae UID,Coarse_Group,Tipulidae UID,Tipulidae.UID,Presence,Tipulidae,Coarse,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
153,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Apedilum,sp.,Apedilum,Apedilum sp.,Apedilum sp.,Genus,Apedilum sp.,Apedilum.sp.,Presence,Apedilum.sp.,Genus,VNA,Collector,gatherer,DD,DD,DD,DD,DD,DD,DD,rarely collected - data deficient
154,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomus,sp.,Chironomus,Chironomus sp.,Chironomus sp.,Genus,Chironomus sp.,Chironomus.sp.,Abundance,Chironomus.sp.,Genus,VNA,Collector,gatherer,8,2,8,8,9,7,5,
155,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomus,sp. A RPH,Chironomus sp. A RPH,Chironomus sp. A RPH,Chironomus sp. A RPH,Species,Chironomus sp. A RPH,Chironomus.sp.A.RPH,Abundance,Chironomus.sp.,Genus,VNA,Collector,gatherer,8,2,8,8,9,7,5,
156,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomus,sp. B RPH,Chironomus sp. B RPH,Chironomus sp. B RPH,Chironomus sp. B RPH,Species,Chironomus sp. B RPH,Chironomus.sp.B.RPH,Abundance,Chironomus.sp.,Genus,VNA,Collector,gatherer,8,2,8,8,9,7,5,
157,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomus,sp. C RPH,Chironomus sp. C RPH,Chironomus sp. C RPH,Chironomus sp. C RPH,Species,Chironomus sp. C RPH,Chironomus.sp.C.RPH,Abundance,Chironomus.sp.,Genus,VNA,Collector,gatherer,8,2,8,8,9,7,5,
158,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomus,sp. D RPH,Chironomus sp. D RPH,Chironomus sp. D RPH,Chironomus sp. D RPH,Species,Chironomus sp. D RPH,Chironomus.sp.D.RPH,Abundance,Chironomus.sp.,Genus,VNA,Collector,gatherer,8,2,8,8,9,7,5,
159,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomus,sp. E RPH,Chironomus sp. E RPH,Chironomus sp. E RPH,Chironomus sp. E RPH,Species,Chironomus sp. E RPH,Chironomus.sp.E.RPH,Abundance,Chironomus.sp.,Genus,VNA,Collector,gatherer,8,2,8,8,9,7,5,
160,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomus,sp. F RPH,Chironomus sp. F RPH,Chironomus sp. F RPH,Chironomus sp. F RPH,Species,Chironomus sp. F RPH,Chironomus.sp.F.RPH,Abundance,Chironomus.sp.,Genus,VNA,Collector,gatherer,8,2,8,8,9,7,5,
161,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Cladopelma,sp.,Cladopelma,Cladopelma sp.,Cladopelma sp.,Genus,Cladopelma sp.,Cladopelma.sp.,Abundance,Cladopelma.sp.,Genus,VNA,Collector,gatherer,9,4,9,9,9,8,6,
162,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Cladotanytarsus,sp.,Cladotanytarsus,Cladotanytarsus sp.,Cladotanytarsus sp.,Genus,Cladotanytarsus sp.,Cladotanytarsus.sp.,Abundance,Cladotanytarsus.sp.,Genus,VNA,Collector,gatherer,8,6,9,7,10,7,6,
163,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Cladotanytarsus,sp. A RPH,Cladotanytarsus sp. A RPH,Cladotanytarsus sp. A RPH,Cladotanytarsus sp. A RPH,Species,Cladotanytarsus sp. A RPH,Cladotanytarsus.sp.A.RPH,Abundance,Cladotanytarsus.sp.,Genus,VNA,Collector,gatherer,8,6,9,7,10,7,6,
164,Non-target_CHR,Chironomidae,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Cladotanytarsus,sp. B RPH,Cladotanytarsus sp. B RPH,Cladotanytarsus sp. B RPH,Cladotanytarsus sp. B RPH,Species,Cladotanytarsus sp. B RPH,Cladotanytarsus.sp.B.RPH,Abundance,Cladotanytarsus.sp.,Genus,VNA,Collector,gatherer,8,6,9,7,10,7,6,
